tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons
1891573	1Q4	Deuteronomy	13	3	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1891578	1Q4	Deuteronomy	13	4	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1891593	1Q4	Deuteronomy	13	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1891638	1Q4	Deuteronomy	13	6	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1891691	1Q4	Deuteronomy	13	13	KJ	KJ>	KJ>	CCM	CCM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1891726	1Q4	Deuteronomy	13	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1891732	1Q4	Deuteronomy	14	21	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1891739	1Q4	Deuteronomy	14	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1891763	1Q4	Deuteronomy	14	24	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj				W	rr	nn	כי
1891768	1Q4	Deuteronomy	14	24	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1891769	1Q4	Deuteronomy	14	24	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1891773	1Q4	Deuteronomy	14	24	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1891786	1Q4	Deuteronomy	14	24	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1891817	1Q4	Deuteronomy	16	4	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1891827	1Q4	Deuteronomy	16	4	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1891844	1Q4	Deuteronomy	16	6	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892139	1Q5	Deuteronomy	1	9	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892214	1Q5	Deuteronomy	8	9	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892220	1Q5	Deuteronomy	8	9	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892262	1Q5	Deuteronomy	11	30	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				H	nn	nn	לא
1892288	1Q5	Deuteronomy	11	31	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892325	1Q5	Deuteronomy	15	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892360	1Q5	Deuteronomy	17	16	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nr	nn	לא
1892406	1Q5	Deuteronomy	21	9	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892424	1Q5	Deuteronomy	24	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892429	1Q5	Deuteronomy	24	5	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892434	1Q5	Deuteronomy	24	5	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1892444	1Q5	Deuteronomy	24	10	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892475	1Q5	Deuteronomy	24	12	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892505	1Q5	Deuteronomy	24	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1892527	1Q5	Deuteronomy	24	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1892532	1Q5	Deuteronomy	24	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1892542	1Q5	Deuteronomy	24	15	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1892552	1Q5	Deuteronomy	24	16	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1892559	1Q5	Deuteronomy	24	16	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892568	1Q5	Deuteronomy	25	13	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892580	1Q5	Deuteronomy	25	14	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892616	1Q5	Deuteronomy	25	16	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892657	1Q5	Deuteronomy	25	18	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1892665	1Q5	Deuteronomy	28	44	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892691	1Q5	Deuteronomy	28	45	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892692	1Q5	Deuteronomy	28	45	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892722	1Q5	Deuteronomy	28	47	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1892836	1Q5	Deuteronomy	29	13	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1892854	1Q5	Deuteronomy	29	14	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892875	1Q5	Deuteronomy	29	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892968	1Q5	Deuteronomy	29	18	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1892981	1Q5	Deuteronomy	29	19	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1892986	1Q5	Deuteronomy	29	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1893065	1Q5	Deuteronomy	30	20	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1893118	1Q5	Deuteronomy	31	2	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1893130	1Q5	Deuteronomy	31	2	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1893214	1Q5	Deuteronomy	31	6	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1893221	1Q5	Deuteronomy	31	6	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1893224	1Q5	Deuteronomy	31	6	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1893259	1Q5	Deuteronomy	31	8	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1893262	1Q5	Deuteronomy	31	8	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1893264	1Q5	Deuteronomy	31	8	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1893267	1Q5	Deuteronomy	31	8	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	rr	nn	לא
1893360	1Q5	Deuteronomy	31	13	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					rr	nn	לא
1893408	1Q5	Deuteronomy	32	20	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1893413	1Q5	Deuteronomy	32	20	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1893420	1Q5	Deuteronomy	32	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				B	rr	nn	לא
1893429	1Q5	Deuteronomy	32	21	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				B	rr	nn	לא
1893436	1Q5	Deuteronomy	32	22	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1893516	1Q5	Deuteronomy	32	27	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1893522	1Q5	Deuteronomy	32	28	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1893642	1Q5	Deuteronomy	33	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1893945	1Q6	Judges	6	22	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1893955	1Q6	Judges	6	22	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1893982	1Q6	Judges	8	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1894025	1Q6	Judges	9	2	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1894052	1Q6	Judges	9	3	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1894101	1Q6	Judges	9	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1894137	1Q6	Judges	9	29	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin				W	rr	nn	מי
1894583	1Q7	1_Samuel	18	18	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					rr	nn	מי
1894586	1Q7	1_Samuel	18	18	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin				W	rr	nn	מי
1894592	1Q7	1_Samuel	18	18	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					rr	nn	כי
1894664	1Q7	2_Samuel	20	10	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nr	nn	לא
1894720	1Q7	2_Samuel	21	17	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega					nn	nn	לא
1894727	1Q7	2_Samuel	21	17	L>	L>	L>	CM	CM	NA	NA	NA		NA	nega				W	nn	nn	לא
1894794	1Q7	2_Samuel	23	10	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1894886	1Qisaa	Isaiah	1	2	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1894906	1Qisaa	Isaiah	1	3	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1894910	1Qisaa	Isaiah	1	3	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1894963	1Qisaa	Isaiah	1	6	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1894966	1Qisaa	Isaiah	1	6	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1894969	1Qisaa	Isaiah	1	6	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1895055	1Qisaa	Isaiah	1	11	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1895058	1Qisaa	Isaiah	1	12	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895063	1Qisaa	Isaiah	1	12	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					nn	nn	מי
1895072	1Qisaa	Isaiah	1	13	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1895087	1Qisaa	Isaiah	1	13	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1895113	1Qisaa	Isaiah	1	15	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1895188	1Qisaa	Isaiah	1	20	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895228	1Qisaa	Isaiah	1	23	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1895233	1Qisaa	Isaiah	1	23	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1895311	1Qisaa	Isaiah	1	29	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895325	1Qisaa	Isaiah	1	30	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1895415	1Qisaa	Isaiah	2	3	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895450	1Qisaa	Isaiah	2	4	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1895457	1Qisaa	Isaiah	2	4	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1895471	1Qisaa	Isaiah	2	6	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895476	1Qisaa	Isaiah	2	6	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895551	1Qisaa	Isaiah	2	12	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895731	1Qisaa	Isaiah	2	22	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895737	1Qisaa	Isaiah	3	1	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895817	1Qisaa	Isaiah	3	6	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895845	1Qisaa	Isaiah	3	7	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1895856	1Qisaa	Isaiah	3	7	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1895861	1Qisaa	Isaiah	3	8	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1895867	1Qisaa	Isaiah	3	8	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1895888	1Qisaa	Isaiah	3	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1895893	1Qisaa	Isaiah	3	9	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895901	1Qisaa	Isaiah	3	10	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895903	1Qisaa	Isaiah	3	10	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895912	1Qisaa	Isaiah	3	11	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1895979	1Qisaa	Isaiah	3	16	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1896106	1Qisaa	Isaiah	3	24	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1896318	1Qisaa	Isaiah	5	4	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1896357	1Qisaa	Isaiah	5	6	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1896360	1Qisaa	Isaiah	5	6	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1896377	1Qisaa	Isaiah	5	7	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1896427	1Qisaa	Isaiah	5	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1896440	1Qisaa	Isaiah	5	10	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1896479	1Qisaa	Isaiah	5	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1896484	1Qisaa	Isaiah	5	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					rrr	nnn	לוא
1896671	1Qisaa	Isaiah	5	24	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1896712	1Qisaa	Isaiah	5	25	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1896746	1Qisaa	Isaiah	5	27	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1896749	1Qisaa	Isaiah	5	27	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1896752	1Qisaa	Isaiah	5	27	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1896757	1Qisaa	Isaiah	5	27	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1896899	1Qisaa	Isaiah	6	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1896901	1Qisaa	Isaiah	6	5	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1896914	1Qisaa	Isaiah	6	5	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1896967	1Qisaa	Isaiah	6	8	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					nn	nn	מי
1896970	1Qisaa	Isaiah	6	8	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin				W	nn	nn	מי
1897117	1Qisaa	Isaiah	7	1	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1897197	1Qisaa	Isaiah	7	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1897209	1Qisaa	Isaiah	7	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1897242	1Qisaa	Isaiah	7	7	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897245	1Qisaa	Isaiah	7	7	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1897248	1Qisaa	Isaiah	7	8	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1897278	1Qisaa	Isaiah	7	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897280	1Qisaa	Isaiah	7	9	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1897281	1Qisaa	Isaiah	7	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897310	1Qisaa	Isaiah	7	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897313	1Qisaa	Isaiah	7	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1897329	1Qisaa	Isaiah	7	13	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1897369	1Qisaa	Isaiah	7	16	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1897406	1Qisaa	Isaiah	7	17	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897520	1Qisaa	Isaiah	7	22	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1897564	1Qisaa	Isaiah	7	24	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1897581	1Qisaa	Isaiah	7	25	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897654	1Qisaa	Isaiah	8	4	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1897688	1Qisaa	Isaiah	8	6	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1897788	1Qisaa	Isaiah	8	10	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1897790	1Qisaa	Isaiah	8	10	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1897794	1Qisaa	Isaiah	8	11	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1897814	1Qisaa	Isaiah	8	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897829	1Qisaa	Isaiah	8	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897832	1Qisaa	Isaiah	8	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1897935	1Qisaa	Isaiah	8	19	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj				W	nn	nn	כי
1897952	1Qisaa	Isaiah	8	19	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				H	nnn	nnn	לוא
1897969	1Qisaa	Isaiah	8	20	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1897989	1Qisaa	Isaiah	8	21	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1898020	1Qisaa	Isaiah	8	23	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898021	1Qisaa	Isaiah	8	23	L>	LW	LW	CM	CM	NA	NA	NA		NA	nega				KJ	nn	nn	לו
1898072	1Qisaa	Isaiah	9	2	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898090	1Qisaa	Isaiah	9	3	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898108	1Qisaa	Isaiah	9	4	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898126	1Qisaa	Isaiah	9	5	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898258	1Qisaa	Isaiah	9	11	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898269	1Qisaa	Isaiah	9	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898278	1Qisaa	Isaiah	9	12	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898327	1Qisaa	Isaiah	9	16	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898336	1Qisaa	Isaiah	9	16	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898338	1Qisaa	Isaiah	9	16	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898351	1Qisaa	Isaiah	9	16	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898359	1Qisaa	Isaiah	9	17	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898396	1Qisaa	Isaiah	9	18	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898411	1Qisaa	Isaiah	9	19	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1898434	1Qisaa	Isaiah	9	20	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898484	1Qisaa	Isaiah	10	3	MJ	MJ	MJ	CM	CM	NA	NA	NA		NA	prin					nn	nn	מי
1898505	1Qisaa	Isaiah	10	4	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898550	1Qisaa	Isaiah	10	7	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898555	1Qisaa	Isaiah	10	7	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898558	1Qisaa	Isaiah	10	7	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1898567	1Qisaa	Isaiah	10	7	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898570	1Qisaa	Isaiah	10	8	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1898573	1Qisaa	Isaiah	10	8	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				H	nnn	nnn	לוא
1898579	1Qisaa	Isaiah	10	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				H	nnn	nnn	לוא
1898584	1Qisaa	Isaiah	10	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898589	1Qisaa	Isaiah	10	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898611	1Qisaa	Isaiah	10	11	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				H	nnn	nnn	לוא
1898628	1Qisaa	Isaiah	10	12	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898653	1Qisaa	Isaiah	10	13	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898662	1Qisaa	Isaiah	10	13	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898696	1Qisaa	Isaiah	10	14	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1898728	1Qisaa	Isaiah	10	15	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898804	1Qisaa	Isaiah	10	20	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1898834	1Qisaa	Isaiah	10	22	KJ	KJ>	KJ>	CMM	CMM	NA	NA	NA		NA	conj					nnn	nnn	כיא
1898851	1Qisaa	Isaiah	10	23	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1898890	1Qisaa	Isaiah	10	25	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1899073	1Qisaa	Isaiah	11	3	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1899079	1Qisaa	Isaiah	11	3	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1899176	1Qisaa	Isaiah	11	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1899179	1Qisaa	Isaiah	11	9	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega				W	nnn	nnn	לוא
1899184	1Qisaa	Isaiah	11	9	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
1899288	1Qisaa	Isaiah	11	13	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1899294	1Qisaa	Isaiah	11	13	L>	LW>	LW>	CMM	CMM	NA	NA	NA		NA	nega					nnn	nnn	לוא
1899377	1Qisaa	Isaiah	12	1	KJ	KJ	KJ	CM	CM	NA	NA	NA		NA	conj					nn	nn	כי
