tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	vowel_count	other_vowel_ending	final_h	line	column	has_pronominal_suffix	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter
1962128	4Q23	Leviticus	14	51	CXV[	CXWVH	CXWV	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb				H	rnnnn	nnnnn	שחוטה	1	H	noH	2	f5	0	1	0	0	rnnn	nnnn	last	W	1
1963535	4Q23	Numbers	1	21	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	NA	verb	HM	J			rrrrrr	nnnnnn	פקדיהם	0		noH	38	f28	1	0	0	1	rrr	nnn	last		0
1963556	4Q23	Numbers	1	22	PQD[	PQDJW	PQD	CCC	CCCCC	qal	ptcp	pl	m	NA	verb	W	J			rrnnn	nnnnn	פקדיו	0		noH	39	f28	1	0	0	1	rrn	nnn	last		0
1963563	4Q23	Numbers	1	37	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	NA	verb	HM	J			nrrrrr	nnnnnn	פקדיהם	0		noH	1	f29	1	0	0	1	nrr	nnn	last		0
1963597	4Q23	Numbers	1	39	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	NA	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	3	f29	1	0	0	1	nnn	nnn	last		0
1963659	4Q23	Numbers	2	32	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			rrrrr	nnnnn	פקודי	0		noH	1	f31_32i+33	0	0	0	1	rrrr	nnnn	last	W	1
1963666	4Q23	Numbers	2	32	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			rrrrr	nnnnn	פקודי	0		noH	1	f31_32i+33	0	0	0	1	rrrr	nnnn	last	W	1
1963695	4Q23	Numbers	3	3	MCX[	MCXJM	MCX	CCC	CCCMC	qal	ptcp	pl	m	NA	verb		JM		H	rrrnn	nnnnn	משחים	0		noH	6	f31_32i+33	0	1	0	1	rrr	nnn	last		0
1964225	4Q23	Numbers	4	40	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	NA	verb	HM	J			nnnnnn	nnnnnn	פקדיהם	0		noH	5	f34ii+44_50	1	0	0	1	nnn	nnn	last		0
1964239	4Q23	Numbers	4	41	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			rrrrr	nnnnn	פקודי	0		noH	5	f34ii+44_50	0	0	0	1	rrrr	nnnn	last	W	1
1964259	4Q23	Numbers	4	42	PQD[	PQDJ	PQD	CCC	CCCM	qal	ptcp	pl	m	NA	verb		J		W	nnnn	nnnn	פקדי	0		noH	7	f34ii+44_50	0	1	0	1	nnn	nnn	last		0
1964293	4Q23	Numbers	4	44	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	NA	verb	HM	J			rnnnnn	nnnnnn	פקדיהם	0		noH	9	f34ii+44_50	1	0	0	1	rnn	nnn	last		0
1964302	4Q23	Numbers	4	45	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			rrrrr	nnnnn	פקודי	0		noH	9	f34ii+44_50	0	0	0	1	rrrr	nnnn	last	W	1
1964320	4Q23	Numbers	4	46	PQD[	PQDJM	PQD	CCC	CCCMC	qal	ptcp	pl	m	NA	verb		JM		H	rrrnn	nnnnn	פקדים	0		noH	10	f34ii+44_50	0	1	0	1	rrr	nnn	last		0
1964366	4Q23	Numbers	4	48	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	NA	verb	HM	J			rrrrrr	nnnnnn	פקדיהם	0		noH	13	f34ii+44_50	1	0	0	1	rrr	nnn	last		0
1964391	4Q23	Numbers	4	49	PQD[	PQDJW	PQD	CCC	CCCCC	qal	ptcp	pl	m	NA	verb	W	J		W	rrrnn	nnnnn	פקדיו	0		noH	15	f34ii+44_50	1	1	0	1	rrr	nnn	last		0
1964416	4Q23	Numbers	5	2	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnr	nnnn	צרוע	0		noH	17	f34ii+44_50	0	0	0	0	nnnr	nnnn	last	W	1
1964600	4Q23	Numbers	8	8	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb					nnnnn	nnnnn	בלולה	1	H	noH	2	f51	0	0	0	0	nnnn	nnnn	last	W	1
1965558	4Q23	Numbers	22	23	CLP[	CLWPH	CLWP	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb					rrrrr	nnnnn	שלופה	1	H	noH	2	f64	0	0	0	0	rrrr	nnnn	last	W	1
1965629	4Q23	Numbers	26	7	PQD[	PQDJHM	PQD	CCC	CCCMCC	qal	ptcp	pl	m	NA	verb	HM	J			rrrrrr	nnnnnn	פקדיהם	0		noH	2	f65	1	0	0	1	rrr	nnn	last		0
1965873	4Q23	Numbers	32	27	XLY[	XLWY	XLWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	חלוץ	0		noH	4	f69	0	0	0	0	nnnn	nnnn	last	W	1
1965924	4Q23	Numbers	32	29	XLY[	XLWY	XLWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	חלוץ	0		noH	7	f69	0	0	0	0	rrrr	nnnn	last	W	1
1965950	4Q23	Numbers	32	30	XLY[	XLWYJM	XLWY	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			rrrrrr	nnnnnn	חלוצים	0		noH	8	f69	0	0	0	1	rrrr	nnnn	last	W	1
1965980	4Q23	Numbers	32	32	XLY[	XLYJM	XLY	CCC	CCCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnn	nnnnn	חלצים	0		noH	9	f69	0	0	0	1	nnn	nnn	last		0
1966990	4Q24	Leviticus	2	4	BLL[	BLWLT	BLWL	CCMC	CCMCC	qal	ptcp	pl	f	NA	verb		T			rrrrr	nnnnn	בלולת	0		noH	26	f1_7	0	0	0	1	rrrr	nnnn	last	W	1
1966996	4Q24	Leviticus	2	4	MCX[	MCXJM	MCX	CCC	CCCMC	qal	ptcp	pl	m	NA	verb		JM			rrrrr	nnnnn	משחים	0		noH	27	f1_7	0	0	0	1	rrr	nnn	last		0
1967008	4Q24	Leviticus	2	5	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb					rrrrr	nnnnn	בלולה	1	H	noH	27	f1_7	0	0	0	0	rrrr	nnnn	last	W	1
1967390	4Q24	Leviticus	21	18	XRM=[	XRM	XRM	CCC	CCC	qal	ptcp	sg	m	NA	verb					rrr	nnn	חרם	0		noH	3	f9i+10_17	0	0	0	0	rrr	nnn	last		0
1967392	4Q24	Leviticus	21	18	FR<[	FRW<	FRW<	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	שרוע	0		noH	3	f9i+10_17	0	0	0	0	rrrr	nnnn	last	W	1
1967574	4Q24	Leviticus	22	4	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	צרוע	0		noH	12	f9i+10_17	0	0	0	0	rrrr	nnnn	last	W	1
1967741	4Q24	Leviticus	22	13	GRC[	GRWCH	GRWC	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb				W	rrrrr	nnnnn	גרושה	1	H	noH	20	f9i+10_17	0	1	0	0	rrrr	nnnn	last	W	1
1967950	4Q24	Leviticus	22	23	FR<[	FRW>	FRW>	CCMC	CCMM	qal	ptcp	sg		NA	verb					nnrn	nnnn	שרוא	0		noH	31	f9i+10_17	0	0	0	0	nnrn	nnnn	last	W	1
1967951	4Q24	Leviticus	22	23	FR<[	FRW<	FRW<	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rnnn	nnnn	שרוע	0		noH	32	f9i+10_17	0	0	0	0	rnnn	nnnn	last	W	1
1967953	4Q24	Leviticus	22	23	QLV[	QLWV	QLWV	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	nrrn	nnnn	קלוט	0		noH	32	f9i+10_17	0	1	0	0	nrrn	nnnn	last	W	1
1967964	4Q24	Leviticus	22	24	M<K[	M<WK	M<WK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	מעוך	0		noH	32	f9i+10_17	0	1	0	0	rrrr	nnnn	last	W	1
1967966	4Q24	Leviticus	22	24	KTT[	KTWT	KTWT	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	כתות	0		noH	32	f9i+10_17	0	1	0	0	rrrr	nnnn	last	W	1
1967968	4Q24	Leviticus	22	24	NTQ[	NTWQ	NTWQ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	נתוק	0		noH	32	f9i+10_17	0	1	0	0	rrrr	nnnn	last	W	1
1967970	4Q24	Leviticus	22	24	KRT[	KRWT	KRWT	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	nnnn	nnnn	כרות	0		noH	32	f9i+10_17	0	1	0	0	nnnn	nnnn	last	W	1
1968311	4Q24	Leviticus	23	13	BLL[	BLWLH	BLWL	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb					rrrrr	nnnnn	בלולה	1	H	noH	12	f9ii+11ii+18_20i	0	0	0	0	rrrr	nnnn	last	W	1
1970877	4Q26a	Leviticus	22	4	YR<[	YRW<	YRW<	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	צרוע	0		noH	2	f8	0	0	0	0	rrrr	nnnn	last	W	1
1970958	4Q26a	Leviticus	22	13	GRC[	GRWCH	GRWC	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb				W	rrrrr	nnnnn	גרושה	1	H	noH	2	f9	0	1	0	0	rrrr	nnnn	last	W	1
1973451	4Q27	Numbers	22	12	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ברוך	0		noH	6	f20_22	0	0	0	0	nnnn	nnnn	last	W	1
1973663	4Q27	Numbers	22	31	CLP[	CLWPH	CLWP	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb					rrrrr	nnnnn	שלופה	1	H	noH	27	f20_22	0	0	0	0	rrrr	nnnn	last	W	1
1974235	4Q27	Numbers	24	9	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ברוך	0		noH	21	f24ii+27_30	0	0	0	0	rrrr	nnnn	last	W	1
1974238	4Q27	Numbers	24	9	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ארור	0		noH	21	f24ii+27_30	0	0	0	0	rrrr	nnnn	last	W	1
1974539	4Q27	Numbers	26	7	PQD[	PQWDJHM	PQWD	CCMC	CCMCMCC	qal	ptcp	pl	m	NA	verb	HM	J			rrrrrrr	nnnnnnn	פקודיהם	0		noH	5	f33ii_40	1	0	0	1	rrrr	nnnn	last	W	1
1974666	4Q27	Numbers	26	14	PQD[	PQWDJHM	PQWD	CCMC	CCMCMCC	qal	ptcp	pl		NA	verb	HM	J		L	rrrrrrr	nnnnnnn	פקודיהם	0		noH	13	f33ii_40	1	1	0	1	rrrr	nnnn	last	W	1
1974722	4Q27	Numbers	26	18	PQD[	PQWDJHM	PQWD	CCMC	CCMCMCC	qal	ptcp	pl	m	NA	verb	HM	J		L	rrrnnnn	nnnnnnn	פקודיהם	0		noH	16	f33ii_40	1	1	0	1	rrrn	nnnn	last	W	1
1974786	4Q27	Numbers	26	22	PQD[	PQWDJHM	PQWD	CCMC	CCMCMCC	qal	ptcp	pl	m	NA	verb	HM	J		L	rrrrrrr	nnnnnnn	פקודיהם	0		noH	21	f33ii_40	1	1	0	1	rrrr	nnnn	last	W	1
1974825	4Q27	Numbers	26	25	PQD[	PQWDJHM	PQWD	CCMC	CCMCMCC	qal	ptcp	pl	m	NA	verb	HM	J		L	rrrrnnn	nnnnnnn	פקודיהם	0		noH	23	f33ii_40	1	1	0	1	rrrr	nnnn	last	W	1
1974858	4Q27	Numbers	26	27	PQD[	PQWDJHM	PQWD	CCMC	CCMCMCC	qal	ptcp	pl	m	NA	verb	HM	J		L	rrrrrrr	nnnnnnn	פקודיהם	0		noH	26	f33ii_40	1	1	0	1	rrrr	nnnn	last	W	1
1974955	4Q27	Numbers	26	34	PQD[	PQWDJHM	PQWD	CCMC	CCMCMCC	qal	ptcp	pl	m	NA	verb	HM	J		L	nnnnnnn	nnnnnnn	פקודיהם	0		noH	32	f33ii_40	1	1	0	1	nnnn	nnnn	last	W	1
1974974	4Q27	Numbers	26	63	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			nnnnn	nnnnn	פקודי	0		noH	30	f41	0	0	0	1	nnnn	nnnn	last	W	1
1974999	4Q27	Numbers	26	64	PQD[	PQWDJ	PQWD	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J		M	nnnnn	nnnnn	פקודי	0		noH	31	f41	0	1	0	1	nnnn	nnnn	last	W	1
1975964	4Q27	Numbers	31	5	XLY[	XLWYJ	XLWY	CCMC	CCMCM	qal	ptcp	pl	m	NA	verb		J			rrrnn	nnnnn	חלוצי	0		noH	16	f55i_56	0	0	0	1	rrrn	nnnn	last	W	1
1976090	4Q27	Numbers	31	30	>XZ[	>XWZ	>XWZ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	אחוז	0		noH	18	f55ii+57_59	0	0	0	0	rrrr	nnnn	last	W	1
1976282	4Q27	Numbers	31	47	>XZ[	>XWZ	>XWZ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	אחוז	0		noH	32	f55ii+57_59	0	0	0	0	rrrr	nnnn	last	W	1
1976299	4Q27	Numbers	31	48	PQD[	PQWDJM	PQWD	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM		H	nnnnnn	nnnnnn	פקודים	0		noH	3	f60_64	0	1	0	1	nnnn	nnnn	last	W	1
1976755	4Q27	Numbers	32	21	XLY[	XLWY	XLWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	חלוץ	0		noH	2	f65_71	0	0	0	0	rrrr	nnnn	last	W	1
1976874	4Q27	Numbers	32	27	XLY[	XLWY	XLWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	חלוץ	0		noH	7	f65_71	0	0	0	0	rrrr	nnnn	last	W	1
1976932	4Q27	Numbers	32	29	XLY[	XLWY	XLWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rnnn	nnnn	חלוץ	0		noH	10	f65_71	0	0	0	0	rnnn	nnnn	last	W	1
1976958	4Q27	Numbers	32	30	XLY[	XLWYJM	XLWY	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			rrrrrr	nnnnnn	חלוצים	0		noH	11	f65_71	0	0	0	1	rrrr	nnnn	last	W	1
1978593	4Q29	Deuteronomy	29	26	KTB[	KTWBH	KTWB	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb				H	rrrrr	nnnnn	כתובה	1	H	noH	3	f1_2i+3	0	1	0	0	rrrr	nnnn	last	W	1
1978775	4Q29	Deuteronomy	30	10	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	f	NA	verb		JM		H	nnnnnn	nnnnnn	כתובים	0		noH	14	f1_2i+3	0	1	0	1	nnnn	nnnn	last	W	1
1981045	4Q30	Deuteronomy	27	24	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nrrr	nnnn	ארור	0		noH	1	f43_45i	0	0	0	0	nrrr	nnnn	last	W	1
1981057	4Q30	Deuteronomy	27	25	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ארור	0		noH	2	f43_45i	0	0	0	0	nnnn	nnnn	last	W	1
1981072	4Q30	Deuteronomy	27	26	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rnnn	nnnn	ארור	0		noH	3	f43_45i	0	0	0	0	rnnn	nnnn	last	W	1
1981139	4Q30	Deuteronomy	28	3	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ברוך	0		noH	8	f43_45i	0	0	0	0	nnnn	nnnn	last	W	1
1981144	4Q30	Deuteronomy	28	3	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	nnnn	nnnn	ברוך	0		noH	8	f43_45i	0	1	0	0	nnnn	nnnn	last	W	1
1981149	4Q30	Deuteronomy	28	4	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ברוך	0		noH	9	f43_45i	0	0	0	0	rrrr	nnnn	last	W	1
1981164	4Q30	Deuteronomy	28	5	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ברוך	0		noH	10	f43_45i	0	0	0	0	nnnn	nnnn	last	W	1
1981169	4Q30	Deuteronomy	28	6	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ברוך	0		noH	10	f43_45i	0	0	0	0	nnnn	nnnn	last	W	1
1981174	4Q30	Deuteronomy	28	6	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	ברוך	0		noH	11	f43_45i	0	1	0	0	rrrr	nnnn	last	W	1
1981454	4Q30	Deuteronomy	28	29	<CQ[	<CWQ	<CWQ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	עשוק	0		noH	2	f50	0	0	0	0	nnnn	nnnn	last	W	1
1981456	4Q30	Deuteronomy	28	29	GZL[	GZWL	GZWL	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	nnnn	nnnn	גזול	0		noH	2	f50	0	1	0	0	nnnn	nnnn	last	W	1
1981551	4Q30	Deuteronomy	28	61	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	כתוב	0		noH	1	f52	0	0	0	0	rrrr	nnnn	last	W	1
1982200	4Q31	Deuteronomy	3	18	XLY[	XLYJM	XLY	CCC	CCCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnn	nnnnn	חלצים	0		noH	5	2	0	0	0	1	nnn	nnn	last		0
1982542	4Q32	Deuteronomy	7	14	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ברוך	0		noH	20	f2i	0	0	0	0	nnnn	nnnn	last	W	1
1984086	4Q33	Deuteronomy	21	6	<RP=[	<RWPH	<RWP	CCMC	CCMCM	qal	ptcp	sg	f	NA	verb				H	rrrrr	nnnnn	ערופה	1	H	noH	5	f17_19	0	1	0	0	rrrr	nnnn	last	W	1
1985674	4Q34	Deuteronomy	28	29	<CQ[	<CWQ	<CWQ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	עשוק	0		noH	3	f11	0	0	0	0	rrrr	nnnn	last	W	1
1985676	4Q34	Deuteronomy	28	29	GZL[	GZWL	GZWL	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	גזול	0		noH	3	f11	0	1	0	0	rrrr	nnnn	last	W	1
1985941	4Q35	Deuteronomy	1	13	JD<[	JD<JM	JD<	MCC	MCCMC	qal	ptcp	pl	m	NA	verb		JM		W	nnnnn	nnnnn	ידעים	0		noH	10	f1	0	1	0	1	nnn	nnn	last		0
1985972	4Q35	Deuteronomy	1	15	JD<[	JD<JM	JD<	CCC	CCCMC	qal	ptcp	pl	m	NA	verb		JM		W	rrrrr	nnnnn	ידעים	0		noH	12	f1	0	1	0	1	rrr	nnn	last		0
1986992	4Q35	Deuteronomy	33	19	FPN[	FPNJ	FPN	CCC	CCCM	qal	ptcp	pl	m	NA	verb		J		W	nnnn	nnnn	שפני	0		noH	10	f11_15	0	1	0	1	nnn	nnn	last		0
1986993	4Q35	Deuteronomy	33	19	VMN[	VMNJ	VMN	CCC	CCCM	qal	ptcp	pl	m	NA	verb		J			nnnn	nnnn	טמני	0		noH	10	f11_15	0	0	0	1	nnn	nnn	last		0
1987000	4Q35	Deuteronomy	33	20	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ברוך	0		noH	10	f11_15	0	0	0	0	rrrr	nnnn	last	W	1
1987022	4Q35	Deuteronomy	33	21	SPN[	SPWN	SPWN	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ספון	0		noH	11	f11_15	0	0	0	0	rrrr	nnnn	last	W	1
1990754	4Q40	Deuteronomy	3	18	XLY[	XLWYJM	XLWY	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			rrrrrr	nnnnnn	חלוצים	0		noH	1	f1_3	0	0	0	1	rrrr	nnnn	last	W	1
1992253	4Q42	Deuteronomy	28	16	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ארור	0		noH	3	f8	0	0	0	0	rrrr	nnnn	last	W	1
1992258	4Q42	Deuteronomy	28	16	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	ארור	0		noH	3	f8	0	1	0	0	rrrr	nnnn	last	W	1
1992263	4Q42	Deuteronomy	28	17	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ארור	0		noH	3	f8	0	0	0	0	rrrr	nnnn	last	W	1
1992268	4Q42	Deuteronomy	28	18	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ארור	0		noH	4	f8	0	0	0	0	rrrr	nnnn	last	W	1
1992293	4Q42	Deuteronomy	28	33	<CQ[	<CWQ	<CWQ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	עשוק	0		noH	1	f9_11	0	0	0	0	rrrr	nnnn	last	W	1
1992295	4Q42	Deuteronomy	28	33	RYY[	RYWY	RYWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	רצוץ	0		noH	1	f9_11	0	1	0	0	rrrr	nnnn	last	W	1
1992520	4Q42	Deuteronomy	28	58	KTB[	KTWBJM	KTWB	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM		H	rrrrrr	nnnnnn	כתובים	0		noH	12	f12_14	0	1	0	1	rrrr	nnnn	last	W	1
1992583	4Q42	Deuteronomy	28	61	KTB[	KTWB	KTWB	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	כתוב	0		noH	15	f12_14	0	0	0	0	rrrr	nnnn	last	W	1
1994212	4Q45	Deuteronomy	28	16	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ארור	0		noH	4	f33	0	0	0	0	nnnn	nnnn	last	W	1
1994217	4Q45	Deuteronomy	28	16	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	ארור	0		noH	4	f33	0	1	0	0	rrrr	nnnn	last	W	1
1994222	4Q45	Deuteronomy	28	17	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ארור	0		noH	4	f33	0	0	0	0	rrrr	nnnn	last	W	1
1994227	4Q45	Deuteronomy	28	18	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rnnn	nnnn	ארור	0		noH	5	f33	0	0	0	0	rnnn	nnnn	last	W	1
1994407	4Q45	Deuteronomy	32	34	KMS[	KMS	KMS	CCC	CCC	qal	ptcp	sg	m	NA	verb					rrr	nnn	כמס	0		noH	1	f41	0	0	0	0	rrr	nnn	last		0
1994409	4Q45	Deuteronomy	32	34	XTM[	XTM	XTM	CCC	CCC	qal	ptcp	sg	m	NA	verb					rrr	nnn	חתם	0		noH	2	f41	0	0	0	0	rrr	nnn	last		0
1995069	4Q47	Joshua	6	7	XLY[	XLWY	XLWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				WH	rnrr	nnnn	חלוץ	0		noH	4	f3_8	0	1	0	0	rnrr	nnnn	last	W	1
1995110	4Q47	Joshua	6	9	XLY[	XLWY	XLWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				WH	rrrr	nnnn	חלוץ	0		noH	7	f3_8	0	1	0	0	rrrr	nnnn	last	W	1
1996602	4Q50	Judges	21	18	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ארור	0		noH	4	f2_3	0	0	0	0	rrrr	nnnn	last	W	1
1997099	4Q51	1_Samuel	1	28	C>L[	C>WL	C>WL	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	שאול	0		noH	15	2a_d	0	0	0	0	rrrr	nnnn	last	W	1
1998118	4Q51	1_Samuel	4	12	QR<[	QRW<JM	QRW<	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnrn	nnnnnn	קרועים	0		noH	6	5a	0	0	0	1	nnnn	nnnn	last	W	1
1999270	4Q51	1_Samuel	9	22	QR>[	HQRW>JM	HQRW>	CCCMC	CCCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnrrrrr	nnnnnnn	הקרואים	0		noH	10	9a_d	0	0	0	1	nnrrr	nnnnn	last	W	1
1999782	4Q51	1_Samuel	10	27	NTN[	NTN	NTN	CCC	CCC	qal	ptcp	sg		NA	verb				W	nnn	nnn	נתן	0		noH	7	10a	0	1	0	0	nnn	nnn	last		0
2000296	4Q51	1_Samuel	14	24	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn	ארור	0		noH	2	f1_2	0	0	0	0	nnnn	nnnn	last	W	1
2000350	4Q51	1_Samuel	14	28	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ארור	0		noH	2	f3_5	0	0	0	0	rrrr	nnnn	last	W	1
2000821	4Q51	1_Samuel	17	5	LBC[	LBWC	LBWC	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	לבוש	0		noH	4	f12_14	0	0	0	0	rrrr	nnnn	last	W	1
2001725	4Q51	1_Samuel	25	39	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn	ברוך	0		noH	1	f38_39	0	0	0	0	rrrr	nnnn	last	W	1
2002723	4Q51	2_Samuel	2	5	BRK[	BRWKJM	BRWK	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnnn	nnnnnn	ברוכים	0		noH	1	f52a_b+53	0	0	0	1	nnnn	nnnn	last	W	1
2003722	4Q51	2_Samuel	3	34	>SR[	>SRWT	>SR	CCC	CCCMC	qal	ptcp	pl		NA	verb		WT			nrrrr	nnnnn	אסרות	0		noH	17	f61i+62	0	0	0	1	nrr	nnn	last		0
2003855	4Q51	2_Samuel	3	39	MCX[	MCWX	MCWX	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn	משוח	0		noH	25	f61i+62	0	1	0	0	rrrr	nnnn	last	W	1
