tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons	other_vowel_ending	final_h	line	column	has_pronominal_suffix	has_prefix	has_hloc	has_nme	rec_signs_stem	cor_signs_stem	type	vowel_letter	has_vowel_letter	syllable_recs
1916886	1Qisaa	Isaiah	60	22	XWC[	>XJCNH	>XJC	CCMC	CCMCCM	hif	impf	sg		p1	verb	NH				nnnnnn	nnnnnn	אחישנה		noH	26	49	1	0	0	0	nnnn	nnnn	last	J	1	0
1917061	1Qisaa	Isaiah	61	9	NKR[	JKJRWM	JKJRW	CCMCM	CCMCMC	hif	impf	pl	m	p3	verb	M				nnnnnn	nnnnnn	יכירום		noH	6	50	1	0	0	0	nnnnn	nnnnn	last		0	0
1917077	1Qisaa	Isaiah	61	10	LBC[	HLBJCNJ	HLBJC	CCCMC	CCCMCCM	hif	perf	sg	m	p3	verb	NJ				nnnnnnn	nnnnnnn	הלבישני		noH	8	50	1	0	0	0	nnnnn	nnnnn	last	J	1	0
1917103	1Qisaa	Isaiah	61	11	YMX[	TYMJX	TYMJX	CCCMC	CCCMC	hif	impf	sg	f	p3	verb					nnnnn	nnnnn	תצמיח		noH	10	50	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1917107	1Qisaa	Isaiah	61	11	YMX[	JYMJX	JYMJX	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	יצמיח		noH	10	50	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1917120	1Qisaa	Isaiah	62	1	XRC[	>XRJC	>XRJC	CCCMC	CCCMC	hif	impf	sg		p1	verb					nnnnn	nnnnn	אחריש		noH	11	50	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1917230	1Qisaa	Isaiah	62	6	ZKR[	MZKJRJM	MZKJR	CCCMC	CCCMCMC	hif	ptca	pl	m	NA	verb		JM		H	nnnnnnn	nnnnnnn	מזכירים		noH	17	50	0	1	0	1	nnnnn	nnnnn	last	J	1	0
1917243	1Qisaa	Isaiah	62	7	KWN[	JKJN	JKJN	CCMC	CCMC	hif	impf	sg		p3	verb					nnnn	nnnn	יכין		noH	18	50	0	0	0	0	nnnn	nnnn	last	J	1	0
1917320	1Qisaa	Isaiah	62	11	CM<[	HCMJ<W	HCMJ<W	CCCMCM	CCCMCM	hif	impv	pl	m	NA	verb					nnnnnn	nnnnnn	השמיעו		noH	24	50	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1917418	1Qisaa	Isaiah	63	5	NBV[	>BJV	>BJV	CCMC	CCMC	hif	impf	sg		p1	verb				W	nnnn	nnnn	אביט		noH	1	51	0	1	0	0	nnnn	nnnn	last	J	1	0
1917442	1Qisaa	Isaiah	63	6	CKR[	>CKJRMH	>CKJR	CCCMC	CCCMCCM	hif	impf	sg		p1	verb	MH			W	nnnnnnn	nnnnnnn	אשכירמה		noH	2	51	1	1	0	0	nnnnn	nnnnn	last	J	1	0
1917453	1Qisaa	Isaiah	63	7	ZKR[	>ZKJR	>ZKJR	CCCMC	CCCMC	hif	impf	sg		p1	verb					nnnnn	nnnnn	אזכיר		noH	3	51	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1917557	1Qisaa	Isaiah	63	12	HLK[	MWLJK	MWLJK	CMCMC	CMCMC	hif	ptca	sg	m	NA	verb				W	nnnnn	nnnnn	מוליך		noH	8	51	0	1	0	0	nnnnn	nnnnn	last	J	1	0
1917572	1Qisaa	Isaiah	63	13	HLK[	MWLJKM	MWLJK	CMCMC	CMCMCC	hif	ptca	sg	m	NA	verb	M				nnnnnn	nnnnnn	מוליכם		noH	9	51	1	0	0	0	nnnnn	nnnnn	last	J	1	0
1917589	1Qisaa	Isaiah	63	14	NWX[	TNJXNW	TNJX	CCMC	CCMCCM	hif	impf	sg	f	p3	verb	NW				nnnnnn	nnnnnn	תניחנו		noH	10	51	1	0	0	0	nnnn	nnnn	last	J	1	0
1917631	1Qisaa	Isaiah	63	16	NKR[	HKJRNW	HKJR	CCMC	CCMCCM	hif	perf	sg	m	p3	verb	NW				nnnnnn	nnnnnn	הכירנו		noH	12	51	1	0	0	0	nnnn	nnnn	last	J	1	0
1917646	1Qisaa	Isaiah	63	17	QCX[	TQCJX	TQCJX	CCCMC	CCCMC	hif	impf	sg	m	p2	verb					nnnnn	nnnnn	תקשיח		noH	13	51	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1917721	1Qisaa	Isaiah	64	3	>ZN[	H>ZJNW	H>ZJNW	CCCMCM	CCCMCM	hif	perf	pl		p3	verb					nnnnnn	nnnnnn	האזינו		noH	18	51	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1917780	1Qisaa	Isaiah	64	6	XZQ[	>XZJQ	>XZJQ	CCCMC	CCCMC	hif	infc	NA		NA	verb				L	nnnnn	nnnnn	אחזיק		noH	21	51	0	1	0	0	nnnnn	nnnnn	last	J	1	0
1917903	1Qisaa	Isaiah	65	3	K<S[	MK<JSJM	MK<JS	CCCMC	CCCMCMC	hif	ptca	pl	m	NA	verb		JM		H	nnnnnnn	nnnnnnn	מכעיסים		noH	29	51	0	1	0	1	nnnnn	nnnnn	last	J	1	0
1918006	1Qisaa	Isaiah	65	8	CXT[	TCXJTWHJ	TCXJTW	CCCMCM	CCCMCMCM	hif	impf	pl	m	p2	verb	HJ				nnnnnnnn	nnnnnnnn	תשחיתוהי		noH	9	52	1	0	0	0	nnnnnn	nnnnnn	last		0	0
1918016	1Qisaa	Isaiah	65	8	CXT[	HCXJT	HCXJT	CCCMC	CCCMC	hif	infc	NA		NA	verb					nnnnn	nnnnn	השחית		noH	10	52	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1918159	1Qisaa	Isaiah	65	15	MWT[	HMJTKH	HMJT	CCMC	CCMCCM	hif	perf	sg	m	p3	verb	KH			W	nnnnnn	nnnnnn	המיתכה		noH	22	52	1	1	0	0	nnnn	nnnn	last	J	1	0
1918364	1Qisaa	Isaiah	65	25	R<<[	JR<W	JR<W	CCCM	CCCM	hif	impf	pl	m	p3	verb					nnnn	nnnn	ירעו		noH	8	53	0	0	0	0	nnnn	nnnn	last		0	0
1918367	1Qisaa	Isaiah	65	25	CXT[	JCXJTW	JCXJTW	CCCMCM	CCCMCM	hif	impf	pl	m	p3	verb					nnnnnn	nnnnnn	ישחיתו		noH	9	53	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1918413	1Qisaa	Isaiah	66	2	NBV[	>BJV	>BJV	CCMC	CCMC	hif	impf	sg		p1	verb					nnnn	nnnn	אביט		noH	12	53	0	0	0	0	nnnn	nnnn	last	J	1	0
1918440	1Qisaa	Isaiah	66	3	ZKR[	MZKJR	MZKJR	CCCMC	CCCMC	hif	ptca	sg	m	NA	verb					nnnnn	nnnnn	מזכיר		noH	13	53	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1918463	1Qisaa	Isaiah	66	4	BW>[	>BJ>	>BJ>	CCMM	CCMM	hif	impf	sg		p1	verb					nnnn	nnnn	אביא		noH	15	53	0	0	0	0	nnnn	nnnn	last	J	1	0
1918533	1Qisaa	Isaiah	66	7	MLV[	HMLJVH	HMLJVH	CCCMCM	CCCMCM	hif	perf	sg	f	p3	verb					nnnnnn	nnnnnn	המליטה		noH	20	53	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1918566	1Qisaa	Isaiah	66	9	CBR[	>CBJR	>CBJR	CCCMC	CCCMC	hif	impf	sg		p1	verb					nnnnn	nnnnn	אשביר		noH	22	53	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1918683	1Qisaa	Isaiah	66	15	CWB[	HCJB	HCJB	CCMC	CCMC	hif	infc	NA		NA	verb				L	nnnn	nnnn	השיב		noH	2	54	0	1	0	0	nnnn	nnnn	last	J	1	0
1918698	1Qisaa	Isaiah	66	16	BW>[	JBW>	JBW>	CCMM	CCMM	hif	impf	sg		p3	verb					nnnn	nnnn	יבוא		noH	3	54	0	0	0	0	nnnn	nnnn	last		0	0
1918795	1Qisaa	Isaiah	66	19	NGD[	HGJDW	HGJDW	CCMCM	CCMCM	hif	perf	pl		p3	verb				W	nnnnn	nnnnn	הגידו		noH	9	54	0	1	0	0	nnnnn	nnnnn	last		0	0
1918802	1Qisaa	Isaiah	66	20	BW>[	HBJ>W	HBJ>W	CCMCM	CCMCM	hif	perf	pl		p3	verb				W	nnnnn	nnnnn	הביאו		noH	9	54	0	1	0	0	nnnnn	nnnnn	last		0	0
1918839	1Qisaa	Isaiah	66	20	BW>[	JBJ>W	JBJ>W	CCMCM	CCMCM	hif	impf	pl	m	p3	verb					nnnnn	nnnnn	יביאו		noH	12	54	0	0	0	0	nnnnn	nnnnn	last		0	0
1919207	1Q8	Isaiah	12	4	ZKR[	HZKJRW	HZKJRW	CCCMCM	CCCMCM	hif	impv	pl	m	NA	verb					nnnnnn	nnnnnn	הזכירו		noH	2	5b	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1919249	1Q8	Isaiah	13	2	RWM[	HRJMW	HRJMW	CCMCM	CCMCM	hif	impv	pl	m	NA	verb					nnnnn	nnnnn	הרימו		noH	5	5b	0	0	0	0	nnnnn	nnnnn	last		0	0
1919448	1Q8	Isaiah	15	4	RW<[	JRJ<W	JRJ<W	CCMCM	CCMCM	hif	impf	pl	m	p3	verb					rnnnn	nnnnn	יריעו		noH	3	6c_d	0	0	0	0	rnnnn	nnnnn	last		0	0
1919504	1Q8	Isaiah	15	8	NQP[	HQJPH	HQJPH	CCMCM	CCMCM	hif	perf	sg	f	p3	verb					nnnnn	nnnnn	הקיפה		noH	6	6c_d	0	0	0	0	nnnnn	nnnnn	last		0	0
1919748	1Q8	Isaiah	19	8	CLK[	MCLJKJ	MCLJK	CCCMC	CCCMCM	hif	ptca	pl	m	NA	verb		J			rnnnnn	nnnnnn	משליכי		noH	2	7c	0	0	0	1	rnnnn	nnnnn	last	J	1	0
1919803	1Q8	Isaiah	19	12	NGD[	JGJDW	JGJDW	CCMCM	CCMCM	hif	impf	pl	m	p3	verb				W	nnnnn	nnnnn	יגידו		noH	5	7c	0	1	0	0	nnnnn	nnnnn	last		0	0
1919937	1Q8	Isaiah	19	20	NYL[	HYJLM	HYJL	CCMC	CCMCC	hif	perf	sg	m	p3	verb	M			W	nnnnn	nnnnn	הצילם		noH	2	8a_b	1	1	0	0	nnnn	nnnn	last	J	1	0
1920737	1Q8	Isaiah	26	5	CXX[	HCX	HCX	CCC	CCC	hif	perf	sg	m	p3	verb					nnn	nnn	השח		noH	4	10	0	0	0	0	nnn	nnn	last		0	0
1920792	1Q8	Isaiah	28	16	XWC[	JXJC	JXJC	CCMC	CCMC	hif	impf	sg	m	p3	verb					rnnn	nnnn	יחיש		noH	3	11a_c	0	0	0	0	rnnn	nnnn	last	J	1	0
1921163	1Q8	Isaiah	30	21	FM>L[	TFM>JLW	TFM>JLW	CCCCMCM	CCCCMCM	hif	impf	pl	m	p2	verb					rnnnnnn	nnnnnnn	תשמאילו		noH	2	12c_d	0	0	0	0	rnnnnnn	nnnnnnn	last		0	0
1921495	1Q8	Isaiah	37	11	XRM[	HXRJMM	HXRJM	CCCMC	CCCMCC	hif	infc	NA		NA	verb	M			L	nnnnnn	nnnnnn	החרימם		noH	6	15	1	1	0	0	nnnnn	nnnnn	last	J	1	0
1921566	1Q8	Isaiah	38	12	CLM[	TCLJMNJ	TCLJM	CCCMC	CCCMCCM	hif	impf	sg	m	p2	verb	NJ				nnnnnnn	nnnnnnn	תשלימני		noH	2	16	1	0	0	0	nnnnn	nnnnn	last	J	1	0
1921610	1Q8	Isaiah	38	16	XLM[	TXLJMNJ	TXLJM	CCCMC	CCCMCCM	hif	impf	sg	m	p2	verb	NJ			W	nrnnnnn	nnnnnnn	תחלימני		noH	5	16	1	1	0	0	nrnnn	nnnnn	last	J	1	0
1922040	1Q8	Isaiah	41	7	XLQ=[	MXLJQ	MXLJQ	CCCMC	CCCMC	hif	ptca	sg	m	NA	verb					nnnnn	nnnnn	מחליק		noH	4	17	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1922329	1Q8	Isaiah	41	23	R<<[	TR<W	TR<W	CCCM	CCCM	hif	impf	pl	m	p2	verb				W	nnnn	nnnn	תרעו		noH	23	17	0	1	0	0	nnnn	nnnn	last		0	0
1922438	1Q8	Isaiah	43	5	BW>[	>BJ>	>BJ>	CCMM	CCMM	hif	impf	sg		p1	verb					rnnn	nnnn	אביא		noH	6	18	0	0	0	0	rnnn	nnnn	last	J	1	0
1922501	1Q8	Isaiah	43	9	NGD[	JGJDW	JGJDW	CCMCM	CCMCM	hif	impf	pl	m	p3	verb					nnnnn	nnnnn	יגידו		noH	10	18	0	0	0	0	nnnnn	nnnnn	last		0	0
1922527	1Q8	Isaiah	43	10	>MN[	T>MJNW	T>MJNW	CCCMCM	CCCMCM	hif	impf	pl	m	p2	verb				W	nnnnnn	nnnnnn	תאמינו		noH	11	18	0	1	0	0	nnnnnn	nnnnnn	last		0	0
1922579	1Q8	Isaiah	43	13	NYL[	MYJL	MYJL	CCMC	CCMC	hif	ptca	sg	m	NA	verb					nnnn	nnnn	מציל		noH	14	18	0	0	0	0	nnnn	nnnn	last	J	1	0
1922691	1Q8	Isaiah	43	27	LJY[	MLJYJK	MLJY	CCMC	CCMCCC	hif	ptca	pl	m	NA	verb	K	J		W	nnnnnn	nnnnnn	מליציך		noH	28	18	1	1	0	1	nnnn	nnnn	last	J	1	0
1922742	1Q8	Isaiah	44	23	RW<[	HRJ<W	HRJ<W	CCMCM	CCMCM	hif	impv	pl	m	NA	verb					rnnnn	nnnnn	הריעו		noH	3	19	0	0	0	0	rnnnn	nnnnn	last		0	0
1922784	1Q8	Isaiah	44	25	PRR[	MPR	MPR	CCC	CCC	hif	ptca	sg	m	NA	verb					nnn	nnn	מפר		noH	6	19	0	0	0	0	nnn	nnn	last		0	0
1922790	1Q8	Isaiah	44	25	CWB[	MCJB	MCJB	CCMC	CCMC	hif	ptca	sg	m	NA	verb					nnnn	nnnn	משיב		noH	6	19	0	0	0	0	nnnn	nnnn	last	J	1	0
1922797	1Q8	Isaiah	44	26	QWM[	MQJM	MQJM	CCMC	CCMC	hif	ptca	sg	m	NA	verb					nnnn	nnnn	מקים		noH	7	19	0	0	0	0	nnnn	nnnn	last	J	1	0
1922803	1Q8	Isaiah	44	26	CLM[	JCLJM	JCLJM	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	ישלים		noH	8	19	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1922835	1Q8	Isaiah	44	28	CLM[	JCLJM	JCLJM	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	ישלים		noH	10	19	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1923155	1Q8	Isaiah	46	7	NWX[	JNXHW	JNX	CCC	CCCCM	hif	impf	pl	m	p3	verb	HW			W	nnnnr	nnnnn	ינחהו		noH	5	20	1	1	0	0	nnn	nnn	last		0	0
1923178	1Q8	Isaiah	46	8	CWB[	HCJBW	HCJBW	CCMCM	CCMCM	hif	impv	pl	m	NA	verb					nnnnn	nnnnn	השיבו		noH	6	20	0	0	0	0	nnnnn	nnnnn	last		0	0
1923198	1Q8	Isaiah	46	10	NGD[	MGJD	MGJD	CCMC	CCMC	hif	ptca	sg	m	NA	verb					nnnn	nnnn	מגיד		noH	8	20	0	0	0	0	nnnn	nnnn	last	J	1	0
1923228	1Q8	Isaiah	46	11	BW>[	>BJ>NH	>BJ>	CCMC	CCMCCM	hif	impf	sg		p1	verb	NH				nnnnnn	nnnnnn	אביאנה		noH	10	20	1	0	0	0	nnnn	nnnn	last	J	1	0
1923545	1Q8	Isaiah	48	17	DRK[	MDRKJK	MDRKJ	CCCCM	CCCCMC	hif	ptca	sg	m	NA	verb	K				nnnnnn	nnnnnn	מדרכיך		noH	2	21	1	0	0	0	nnnnn	nnnnn	last		0	0
1923596	1Q8	Isaiah	48	20	NGD[	HGJDW	HGJDW	CCMCM	CCMCM	hif	impv	pl	m	NA	verb					nnnnn	nnnnn	הגידו		noH	5	21	0	0	0	0	nnnnn	nnnnn	last		0	0
1923597	1Q8	Isaiah	48	20	CM<[	HCMJ<W	HCMJ<W	CCCMCM	CCCMCM	hif	impv	pl	m	NA	verb					nnnnnn	nnnnnn	השמיעו		noH	6	21	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1923619	1Q8	Isaiah	48	21	NZL[	HZJL	HZJL	CCMC	CCMC	hif	perf	sg	m	p3	verb					nnnn	nnnn	הזיל		noH	7	21	0	0	0	0	nnnn	nnnn	last	J	1	0
1923639	1Q8	Isaiah	49	1	QCB[	HQCJBW	HQCJBW	CCCMCM	CCCMCM	hif	impv	pl	m	NA	verb				W	nnnnnn	nnnnnn	הקשיבו		noH	8	21	0	1	0	0	nnnnnn	nnnnnn	last		0	0
1923650	1Q8	Isaiah	49	1	ZKR[	HZKJR	HZKJR	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הזכיר		noH	9	21	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1923662	1Q8	Isaiah	49	2	XB>[	HXBJ>NJ	HXBJ>	CCCMC	CCCMCCM	hif	perf	sg	m	p3	verb	NJ				nnnnnnn	nnnnnnn	החביאני		noH	10	21	1	0	0	0	nnnnn	nnnnn	last	J	1	0
1923670	1Q8	Isaiah	49	2	STR[	HSTJRNJ	HSTJR	CCCMC	CCCMCCM	hif	perf	sg	m	p3	verb	NJ				nnnnnnn	nnnnnnn	הסתירני		noH	10	21	1	0	0	0	nnnnn	nnnnn	last	J	1	0
1923749	1Q8	Isaiah	49	6	CWB[	HCJB	HCJB	CCMC	CCMC	hif	infc	NA		NA	verb				L	nnnn	nnnn	השיב		noH	15	21	0	1	0	0	nnnn	nnnn	last	J	1	0
1923948	1Q8	Isaiah	50	8	YDQ[	MYDJQJ	MYDJQ	CCCMC	CCCMCM	hif	ptca	sg	m	NA	verb	J				nnnnnn	nnnnnn	מצדיקי		noH	2	22	1	0	0	0	nnnnn	nnnnn	last	J	1	0
1924030	1Q8	Isaiah	51	1	NBV[	HBJVW	HBJVW	CCMCM	CCMCM	hif	impv	pl	m	NA	verb					nnnnn	nnnnn	הביטו		noH	8	22	0	0	0	0	nnnnn	nnnnn	last		0	0
1924040	1Q8	Isaiah	51	2	NBV[	HBJVW	HBJVW	CCMCM	CCMCM	hif	impv	pl	m	NA	verb					nnnnn	nnnnn	הביטו		noH	9	22	0	0	0	0	nnnnn	nnnnn	last		0	0
1924083	1Q8	Isaiah	51	4	QCB[	HQCJBW	HQCJBW	CCCMCM	CCCMCM	hif	impv	pl	m	NA	verb					nnnnnn	nnnnnn	הקשיבו		noH	13	22	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1924100	1Q8	Isaiah	51	4	RG<[	>RGJ<	>RGJ<	CCCMC	CCCMC	hif	impf	sg		p1	verb					nnnnn	nnnnn	ארגיע		noH	14	22	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1924123	1Q8	Isaiah	51	6	NBV[	HBJVW	HBJVW	CCMCM	CCMCM	hif	impv	pl	m	NA	verb				W	nnnnn	nnnnn	הביטו		noH	15	22	0	1	0	0	nnnnn	nnnnn	last		0	0
1924221	1Q8	Isaiah	51	10	XRB[	MXRBT	MXRBT	CCCCC	CCCCC	hif	ptca	sg	f	NA	verb				H	nnnnn	nnnnn	מחרבת		noH	22	22	0	1	0	0	nnnnn	nnnnn	last		0	0
1924334	1Q8	Isaiah	52	13	FKL[	JFKJL	JFKJL	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	ישכיל		noH	6	23	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1924380	1Q8	Isaiah	53	1	>MN[	H>MJN	H>MJN	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	האמין		noH	10	23	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1924480	1Q8	Isaiah	53	6	PG<[	HPGJ<	HPGJ<	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	הפגיע		noH	16	23	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1924619	1Q8	Isaiah	53	12	PG<[	JPGJ<	JPGJ<	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	יפגיע		noH	25	23	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1924650	1Q8	Isaiah	54	2	>RK[	H>RJKJ	H>RJKJ	CCCMCM	CCCMCM	hif	impv	sg	f	NA	verb					nnnnnn	nnnnnn	האריכי		noH	28	23	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1924871	1Q8	Isaiah	55	10	YMX[	HYMJXH	HYMJX	CCCMC	CCCMCM	hif	perf	sg	m	p3	verb	H			W	nnnnnn	nnnnnn	הצמיחה		noH	10	24	1	1	0	0	nnnnn	nnnnn	last	J	1	0
1924900	1Q8	Isaiah	55	11	YLX[	HYLJX	HYLJX	CCCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	הצליח		noH	12	24	0	1	0	0	nnnnn	nnnnn	last	J	1	0
1924978	1Q8	Isaiah	56	2	XZQ[	JXZJQ	JXZJQ	CCCMC	CCCMC	hif	impf	sg	m	p3	verb					nnnnn	nnnnn	יחזיק		noH	17	24	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1925005	1Q8	Isaiah	56	3	BDL[	JBDJLNJ	JBDJL	CCCMC	CCCMCCM	hif	impf	sg	m	p3	verb	NJ				nnnnnnn	nnnnnnn	יבדילני		noH	18	24	1	0	0	0	nnnnn	nnnnn	last	J	1	0
1925092	1Q8	Isaiah	56	6	XZQ[	MXZJQJM	MXZJQ	CCCMC	CCCMCMC	hif	ptca	pl	m	NA	verb		JM		W	nnnnnnn	nnnnnnn	מחזיקים		noH	23	24	0	1	0	1	nnnnn	nnnnn	last	J	1	0
1925176	1Q8	Isaiah	56	11	BJN[	HBJN	HBJN	CCMC	CCMC	hif	infc	NA		NA	verb					nnnn	nnnn	הבין		noH	29	24	0	0	0	0	nnnn	nnnn	last	J	1	0
1925218	1Q8	Isaiah	57	1	BJN[	MBJN	MBJN	CCMC	CCMC	hif	ptca	sg	m	NA	verb					nnnn	nnnn	מבין		noH	32	24	0	0	0	0	nnnn	nnnn	last	J	1	0
1925413	1Q8	Isaiah	58	4	CM<[	HCMJ<	HCMJ<	CCCMC	CCCMC	hif	infc	NA		NA	verb				L	nnnnn	nnnnn	השמיע		noH	11	25	0	1	0	0	nnnnn	nnnnn	last	J	1	0
1925476	1Q8	Isaiah	58	7	BW>[	TBJ>	TBJ>	CCMM	CCMM	hif	impf	sg	m	p2	verb					nnnn	nnnn	תביא		noH	15	25	0	0	0	0	nnnn	nnnn	last	J	1	0
1925512	1Q8	Isaiah	58	9	CW<[	TCWJ<	TCWJ<	CCCMC	CCCMC	hif	impf	sg	m	p2	verb					nnnnn	nnnnn	תשויע		noH	17	25	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1925517	1Q8	Isaiah	58	9	SWR[	TSJR	TSJR	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תסיר		noH	18	25	0	0	0	0	nnnn	nnnn	last	J	1	0
1925528	1Q8	Isaiah	58	10	PWQ[	TPQ	TPQ	CCC	CCC	hif	impf	sg	m	p2	verb				W	nnn	nnn	תפק		noH	18	25	0	1	0	0	nnn	nnn	last		0	0
1925535	1Q8	Isaiah	58	10	FB<[	TFBJ	TFBJ	CCCM	CCCM	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשבי		noH	19	25	0	0	0	0	nnnn	nnnn	last		0	0
1925551	1Q8	Isaiah	58	11	FB<[	HFBJ<	HFBJ<	CCCMC	CCCMC	hif	perf	sg	m	p3	verb				W	nnnnn	nnnnn	השביע		noH	20	25	0	1	0	0	nnnnn	nnnnn	last	J	1	0
1925587	1Q8	Isaiah	58	12	CWB[	MCJB	MCJB	CCMC	CCMC	hif	ptca	sg	m	NA	verb					nnnn	nnnn	משיב		noH	22	25	0	0	0	0	nnnn	nnnn	last	J	1	0
1925593	1Q8	Isaiah	58	13	CWB[	TCJB	TCJB	CCMC	CCMC	hif	impf	sg	m	p2	verb					nnnn	nnnn	תשיב		noH	22	25	0	0	0	0	nnnn	nnnn	last	J	1	0
1925629	1Q8	Isaiah	58	14	RKB[	HRKJBK	HRKJB	CCCMC	CCCMCC	hif	perf	sg		p3	verb	K			W	nnnnnn	nnnnnn	הרכיבך		noH	25	25	1	1	0	0	nnnnn	nnnnn	last	J	1	0
1925660	1Q8	Isaiah	59	2	BDL[	MBDJLJM	MBDJL	CCCMC	CCCMCMC	hif	ptca	pl	m	NA	verb		JM			nnnnnnn	nnnnnnn	מבדילים		noH	27	25	0	0	0	1	nnnnn	nnnnn	last	J	1	0
1925667	1Q8	Isaiah	59	2	STR[	HSTJRW	HSTJRW	CCCMCM	CCCMCM	hif	perf	pl		p3	verb					nnnnnn	nnnnnn	הסתירו		noH	28	25	0	0	0	0	nnnnnn	nnnnnn	last		0	0
1925948	1Q8	Isaiah	60	9	BW>[	HBJ>	HBJ>	CCMM	CCMM	hif	infc	NA		NA	verb				L	nnnn	nnnn	הביא		noH	13	26	0	1	0	0	nnnn	nnnn	last	J	1	0
1925994	1Q8	Isaiah	60	11	BW>[	HBJ>	HBJ>	CCMM	CCMM	hif	infc	NA		NA	verb				L	nnnn	nnnn	הביא		noH	16	26	0	1	0	0	nnnn	nnnn	last	J	1	0
1926100	1Q8	Isaiah	60	17	BW>[	>BJ>	>BJ>	CCMM	CCMM	hif	impf	sg		p1	verb					nnnn	nnnn	אביא		noH	25	26	0	0	0	0	nnnn	nnnn	last	J	1	0
1926106	1Q8	Isaiah	60	17	BW>[	>BJ>	>BJ>	CCMM	CCMM	hif	impf	sg		p1	verb					nnnn	nnnn	אביא		noH	25	26	0	0	0	0	nnnn	nnnn	last	J	1	0
1926160	1Q8	Isaiah	60	19	>WR[	J>JR	J>JR	CCMC	CCMC	hif	impf	sg	m	p3	verb					nnnn	nnnn	יאיר		noH	29	26	0	0	0	0	nnnn	nnnn	last	J	1	0
1926204	1Q8	Isaiah	60	22	XWC[	>XJCNH	>XJC	CCMC	CCMCCM	hif	impf	sg		p1	verb	NH				nnnnnn	nnnnnn	אחישנה		noH	32	26	1	0	0	0	nnnn	nnnn	last	J	1	0
1926351	1Q8	Isaiah	62	6	ZKR[	MZKJRJM	MZKJR	CCCMC	CCCMCMC	hif	ptca	pl	m	NA	verb		JM		H	nnnnnrr	nnnnnnn	מזכירים		noH	5	27	0	1	0	1	nnnnn	nnnnn	last	J	1	0
1926430	1Q8	Isaiah	62	11	CM<[	HCMJ<	HCMJ<	CCCMC	CCCMC	hif	perf	sg	m	p3	verb					nnnnn	nnnnn	השמיע		noH	9	27	0	0	0	0	nnnnn	nnnnn	last	J	1	0
1926541	1Q8	Isaiah	63	5	NBV[	>BJVH	>BJVH	CCMCM	CCMCM	hif	impf	sg		p1	verb				W	nnnnn	nnnnn	אביטה		noH	14	27	0	1	0	0	nnnnn	nnnnn	last		0	0
1926565	1Q8	Isaiah	63	6	CKR[	>CKJRM	>CKJR	CCCMC	CCCMCC	hif	impf	sg		p1	verb	M			W	nnnnnn	nnnnnn	אשכירם		noH	15	27	1	1	0	0	nnnnn	nnnnn	last	J	1	0
1927149	1Q8	Isaiah	65	25	R<<[	JR<W	JR<W	CCCM	CCCM	hif	impf	pl	m	p3	verb					nnnn	nnnn	ירעו		noH	8	28	0	0	0	0	nnnn	nnnn	last		0	0
