tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun	hollow_root	hollow_vowel_letter	ayin_ayin_root	ayin_vowel_letter
331318	Psalms	118	29	JDH[	ידה	HWDW	הודו	HWDW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
331341	Psalms	119	2	DRC[	דרשׁ	JDRCWHW	ידרשׁוהו	JDRC	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
331616	Psalms	119	41	BW>[	בוא	JB>NJ	יבאני	JB>	NJ	impf	-	m	pl	p3	0	1	0	0	1	0	0	0
331700	Psalms	119	51	LJY[	ליץ	HLJYNJ	הליצני	HLJY	NJ	perf	-	unknown	pl	p3	0	1	0	0	1	1	0	0
331772	Psalms	119	61	<WD[	עוד	<WDNJ	עודני	<WD	NJ	perf	-	unknown	pl	p3	0	1	0	0	1	1	0	0
331790	Psalms	119	63	JR>[	ירא	JR>WK	יראוך	JR>W	K	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
331867	Psalms	119	73	<FH[	עשׂה	<FWNJ	עשׂוני	<FW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
331875	Psalms	119	74	R>H[	ראה	JR>WNJ	יראוני	JR>W	NJ	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
331877	Psalms	119	74	FMX[	שׂמח	JFMXW	ישׂמחו	JFMXW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
331899	Psalms	119	77	BW>[	בוא	JB>WNJ	יבאוני	JB>W	NJ	impf	-	m	pl	p3	1	1	0	0	1	0	0	0
331910	Psalms	119	78	<WT[	עות	<WTWNJ	עותוני	<WTW	NJ	perf	-	unknown	pl	p3	1	1	0	0	1	1	0	0
331915	Psalms	119	79	CWB[	שׁוב	JCWBW	ישׁובו	JCWBW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
331936	Psalms	119	82	KLH[	כלה	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
331962	Psalms	119	85	KRH[	כרה	KRW	כרו	KRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
331974	Psalms	119	86	RDP[	רדף	RDPWNJ	רדפוני	RDPW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
331978	Psalms	119	87	KLH[	כלה	KLWNJ	כלוני	KLW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
332159	Psalms	119	110	NTN[	נתן	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332258	Psalms	119	122	<CQ[	עשׁק	J<CQNJ	יעשׁקני	J<CQ	NJ	impf	-	m	pl	p3	0	1	0	0	0	0	0	0
332261	Psalms	119	123	KLH[	כלה	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332363	Psalms	119	136	JRD[	ירד	JRDW	ירדו	JRDW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332384	Psalms	119	139	CKX[	שׁכח	CKXW	שׁכחו	CKXW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332410	Psalms	119	143	MY>[	מצא	MY>WNJ	מצאוני	MY>W	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
332442	Psalms	119	148	QDM[	קדם	QDMW	קדמו	QDMW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332457	Psalms	119	150	QRB[	קרב	QRBW	קרבו	QRBW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332500	Psalms	119	155	DRC[	דרשׁ	DRCW	דרשׁו	DRCW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332541	Psalms	119	161	RDP[	רדף	RDPWNJ	רדפוני	RDPW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
332648	Psalms	119	175	<ZR[	עזר	J<ZRNJ	יעזרני	J<ZR	NJ	impf	-	m	pl	p3	0	1	0	0	0	0	0	0
332822	Psalms	122	4	<LH[	עלה	<LW	עלו	<LW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
332844	Psalms	122	6	C>L[	שׁאל	C>LW	שׁאלו	C>LW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
332948	Psalms	124	3	BL<[	בלע	BL<WNW	בלעונו	BL<	NW	perf	-	unknown	pl	p3	0	1	1	0	0	0	0	0
332956	Psalms	124	4	CVP[	שׁטף	CVPWNW	שׁטפונו	CVP	NW	perf	-	unknown	pl	p3	0	1	1	0	0	0	0	0
333039	Psalms	125	3	CLX[	שׁלח	JCLXW	ישׁלחו	JCLXW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
333088	Psalms	126	2	>MR[	אמר	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
333120	Psalms	126	5	QYR=[	קצר	JQYRW	יקצרו	JQYRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
333270	Psalms	129	1	YRR=[	צרר	YRRWNJ	צררוני	YRRW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	1	0
333277	Psalms	129	2	YRR=[	צרר	YRRWNJ	צררוני	YRRW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	1	0
333321	Psalms	129	8	>MR[	אמר	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
333414	Psalms	131	1	RWM[	רום	RMW	רמו	RMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
333666	Psalms	134	1	BRK[	ברך	BRKW	ברכו	BRKW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333680	Psalms	134	2	NF>[	נשׂא	F>W	שׂאו	F>W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333684	Psalms	134	2	BRK[	ברך	BRKW	ברכו	BRKW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333695	Psalms	135	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
333697	Psalms	135	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
333701	Psalms	135	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
333713	Psalms	135	3	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
333864	Psalms	135	16	R>H[	ראה	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
333885	Psalms	135	19	BRK[	ברך	BRKW	ברכו	BRKW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333890	Psalms	135	19	BRK[	ברך	BRKW	ברכו	BRKW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333896	Psalms	135	20	BRK[	ברך	BRKW	ברכו	BRKW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333901	Psalms	135	20	BRK[	ברך	BRKW	ברכו	BRKW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333910	Psalms	135	21	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
333912	Psalms	136	1	JDH[	ידה	HWDW	הודו	HWDW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333921	Psalms	136	2	JDH[	ידה	HWDW	הודו	HWDW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
333930	Psalms	136	3	JDH[	ידה	HWDW	הודו	HWDW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
334152	Psalms	136	26	JDH[	ידה	HWDW	הודו	HWDW		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
334180	Psalms	137	3	C>L[	שׁאל	C>LWNW	שׁאלונו	C>L	NW	perf	-	unknown	pl	p3	0	1	1	0	0	0	0	0
334296	Psalms	138	4	JDH[	ידה	JWDWK	יודוך	JWDW	K	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
334302	Psalms	138	4	CM<[	שׁמע	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
334493	Psalms	139	16	R>H[	ראה	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
334533	Psalms	139	20	>MR[	אמר	J>MRK	יאמרך	J>MR	K	impf	-	m	pl	p3	0	1	0	0	0	0	0	0
334636	Psalms	140	6	CJT[	שׁית	CTW	שׁתו	CTW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
334666	Psalms	140	9	RWM[	רום	JRWMW	ירומו	JRWMW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
334707	Psalms	140	14	JDH[	ידה	JWDW	יודו	JWDW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
334780	Psalms	141	6	CMV[	שׁמט	NCMVW	נשׁמטו	NCMVW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
334786	Psalms	141	6	CM<[	שׁמע	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
334822	Psalms	141	10	NPL[	נפל	JPLW	יפלו	JPLW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
334917	Psalms	142	8	KTR[	כתר	JKTRW	יכתרו	JKTRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
335296	Psalms	145	6	>MR[	אמר	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
335326	Psalms	145	10	JDH[	ידה	JWDWK	יודוך	JWDW	K	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
335332	Psalms	145	10	BRK[	ברך	JBRKWKH	יברכוכה	JBRKW	KH	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
335335	Psalms	145	11	>MR[	אמר	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
335412	Psalms	145	18	QR>[	קרא	JQR>HW	יקראהו	JQR>	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
335449	Psalms	146	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335558	Psalms	146	10	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335560	Psalms	147	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335643	Psalms	147	9	QR>[	קרא	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
335741	Psalms	147	20	JD<[	ידע	JD<WM	ידעום	JD<W	M	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
335742	Psalms	147	20	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335744	Psalms	148	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335746	Psalms	148	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335752	Psalms	148	1	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335756	Psalms	148	2	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335759	Psalms	148	2	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335762	Psalms	148	3	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335766	Psalms	148	3	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335770	Psalms	148	4	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335782	Psalms	148	5	HLL[	הלל	JHLLW	יהללו	JHLLW		impf	-	m	pl	p3	1	0	0	0	0	0	1	0
335802	Psalms	148	7	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335858	Psalms	148	13	HLL[	הלל	JHLLW	יהללו	JHLLW		impf	-	m	pl	p3	1	0	0	0	0	0	1	0
335886	Psalms	148	14	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335888	Psalms	149	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335908	Psalms	149	3	HLL[	הלל	JHLLW	יהללו	JHLLW		impf	-	m	pl	p3	1	0	0	0	0	0	1	0
335972	Psalms	149	9	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335974	Psalms	150	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335976	Psalms	150	1	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
335980	Psalms	150	1	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335984	Psalms	150	2	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335987	Psalms	150	2	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335991	Psalms	150	3	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
335995	Psalms	150	3	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
336000	Psalms	150	4	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
336005	Psalms	150	4	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
336010	Psalms	150	5	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
336014	Psalms	150	5	HLL[	הלל	HLLWHW	הללוהו	HLL	HW	impv	-	m	pl	p2	0	1	1	0	0	0	1	0
336023	Psalms	150	6	HLL[	הלל	HLLW	הללו	HLLW		impv	-	m	pl	p2	1	0	0	0	0	0	1	0
336094	Job	1	4	<FH[	עשׂה	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336100	Job	1	4	CLX[	שׁלח	CLXW	שׁלחו	CLXW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336102	Job	1	4	QR>[	קרא	QR>W	קראו	QR>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336115	Job	1	5	NQP[	נקף	HQJPW	הקיפו	HQJPW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336141	Job	1	5	BRK[	ברך	BRKW	ברכו	BRKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336156	Job	1	6	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
336346	Job	1	15	NKH[	נכה	HKW	הכו	HKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336402	Job	1	17	FJM[	שׂים	FMW	שׂמו	FMW		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
336406	Job	1	17	PCV[	פשׁט	JPCVW	יפשׁטו	JPCVW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
336411	Job	1	17	LQX[	לקח	JQXWM	יקחום	JQXW	M	wayq	-	m	pl	p3	1	1	0	0	0	0	0	0
336416	Job	1	17	NKH[	נכה	HKW	הכו	HKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336471	Job	1	19	MWT[	מות	JMWTW	ימותו	JMWTW		wayq	-	m	pl	p3	1	0	0	0	1	1	0	0
336534	Job	2	1	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
336748	Job	2	11	CM<[	שׁמע	JCM<W	ישׁמעו	JCM<W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
336762	Job	2	11	BW>[	בוא	JB>W	יבאו	JB>W		wayq	-	m	pl	p3	1	0	0	0	1	0	0	0
336789	Job	2	12	NF>[	נשׂא	JF>W	ישׂאו	JF>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
336796	Job	2	12	NKR[	נכר	HKJRHW	הכירהו	HKJR	HW	perf	-	unknown	pl	p3	0	1	1	0	0	0	0	0
336798	Job	2	12	NF>[	נשׂא	JF>W	ישׂאו	JF>W		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
336830	Job	2	13	R>H[	ראה	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
336877	Job	3	5	G>L[	גאל	JG>LHW	יגאלהו	JG>L	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
336884	Job	3	5	B<T[	בעת	JB<THW	יבעתהו	JB<T	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
336914	Job	3	8	QBB[	קבב	JQBHW	יקבהו	JQB	HW	impf	-	m	pl	p3	0	1	1	0	0	0	1	0
336956	Job	3	12	QDM[	קדם	QDMWNJ	קדמוני	QDMW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
336999	Job	3	16	R>H[	ראה	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
337007	Job	3	17	NWX[	נוח	JNWXW	ינוחו	JNWXW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
337014	Job	3	18	CM<[	שׁמע	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
337045	Job	3	21	XPR=[	חפר	JXPRHW	יחפרהו	JXPR	HW	wayq	-	m	pl	p3	0	1	1	0	0	0	0	0
337052	Job	3	22	FWF[	שׂושׂ	JFJFW	ישׂישׂו	JFJFW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
337054	Job	3	22	MY>[	מצא	JMY>W	ימצאו	JMY>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
337166	Job	4	8	QYR=[	קצר	JQYRHW	יקצרהו	JQYR	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
337175	Job	4	9	KLH[	כלה	JKLW	יכלו	JKLW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
337271	Job	4	19	DK>[	דכא	JDK>WM	ידכאום	JDK>W	M	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
337292	Job	4	21	MWT[	מות	JMWTW	ימותו	JMWTW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
337330	Job	5	4	DK>[	דכא	JDK>W	ידכאו	JDK>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
337592	Job	6	2	NF>[	נשׂא	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
337614	Job	6	4	<RK[	ערך	J<RKWNJ	יערכוני	J<RKW	NJ	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
337720	Job	6	15	<BR[	עבר	J<BRW	יעברו	J<BRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
337731	Job	6	17	YMT[	צמת	NYMTW	נצמתו	NYMTW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
337740	Job	6	18	<LH[	עלה	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
337756	Job	6	20	BW>[	בוא	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0	1	0	0	0
337764	Job	6	21	JR>[	ירא	TR>W	תראו	TR>W		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
337767	Job	6	21	JR>[	ירא	TJR>W	תיראו	TJR>W		wayq	-	m	pl	p2	1	0	0	0	0	0	0	0
337779	Job	6	23	MLV[	מלט	MLVWNJ	מלטוני	MLVW	NJ	impv	-	m	pl	p2	1	1	0	0	0	0	0	0
337787	Job	6	23	PDH[	פדה	TPDWNJ	תפדוני	TPDW	NJ	impf	-	m	pl	p2	1	1	0	0	0	0	0	0
337788	Job	6	24	JRH[	ירה	HWRWNJ	הורוני	HWRW	NJ	impv	-	m	pl	p2	1	1	0	0	0	0	0	0
337819	Job	6	27	NPL[	נפל	TPJLW	תפילו	TPJLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
337834	Job	6	29	CWB[	שׁוב	CBW	שׁבו	CBW		impv	-	m	pl	p2	1	0	0	0	1	0	0	0
337914	Job	7	6	KLH[	כלה	JKLW	יכלו	JKLW		wayq	-	m	pl	p3	1	0	0	0	0	0	0	0
338161	Job	8	10	JRH[	ירה	JWRWK	יורוך	JWRW	K	impf	-	m	pl	p3	1	1	0	0	0	0	0	0
338162	Job	8	10	>MR[	אמר	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
338167	Job	8	10	JY>[	יצא	JWY>W	יוצאו	JWY>W		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
338317	Job	9	5	JD<[	ידע	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
338501	Job	9	25	R>H[	ראה	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
338549	Job	9	31	T<B[	תעב	T<BWNJ	תעבוני	T<BW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
338658	Job	10	8	<YB=[	עצב	<YBWNJ	עצבוני	<YBW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
338660	Job	10	8	<FH[	עשׂה	J<FWNJ	יעשׂוני	J<FW	NJ	wayq	-	m	pl	p3	1	1	0	0	0	0	0	0
338968	Job	11	16	<BR[	עבר	<BRW	עברו	<BRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
339306	Job	13	6	CM<[	שׁמע	CM<W	שׁמעו	CM<W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
339324	Job	13	8	NF>[	נשׂא	TF>WN	תשׂאון	TF>W		impf	-	m	pl	p2	1	0	0	1	0	0	0	0
339350	Job	13	10	NF>[	נשׂא	TF>WN	תשׂאון	TF>W		impf	-	m	pl	p2	1	0	0	1	0	0	0	0
339407	Job	13	17	CM<[	שׁמע	CM<W	שׁמעו	CM<W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
339727	Job	14	21	KBD[	כבד	JKBDW	יכבדו	JKBDW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
339797	Job	15	6	<NH[	ענה	J<NW	יענו	J<NW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
339967	Job	15	24	B<T[	בעת	JB<THW	יבעתהו	JB<T	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
340182	Job	16	10	NKH[	נכה	HKW	הכו	HKW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
340186	Job	16	10	ML>[	מלא	JTML>WN	יתמלאון	JTML>W		impf	-	m	pl	p3	1	0	0	1	0	0	0	0
340211	Job	16	13	SBB[	סבב	JSBW	יסבו	JSBW		impf	-	m	pl	p3	1	0	0	0	0	0	1	0
340390	Job	17	10	CWB[	שׁוב	TCBW	תשׁבו	TCBW		impf	-	m	pl	p2	1	0	0	0	1	0	0	0
340392	Job	17	10	BW>[	בוא	B>W	באו	B>W		impv	-	m	pl	p2	1	0	0	0	1	0	0	0
340400	Job	17	11	<BR[	עבר	<BRW	עברו	<BRW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
340408	Job	17	12	FJM[	שׂים	JFJMW	ישׂימו	JFJMW		impf	-	m	pl	p3	1	0	0	0	1	1	0	0
340460	Job	18	2	FJM[	שׂים	TFJMWN	תשׂימון	TFJMW		impf	-	m	pl	p2	1	0	0	1	1	1	0	0
340539	Job	18	11	B<T[	בעת	B<THW	בעתהו	B<T	HW	perf	-	unknown	pl	p3	0	1	1	0	0	0	0	0
340542	Job	18	11	PWY[	פוץ	HPJYHW	הפיצהו	HPJY	HW	perf	-	unknown	pl	p3	0	1	1	0	1	1	0	0
340599	Job	18	18	HDP[	הדף	JHDPHW	יהדפהו	JHDP	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
340607	Job	18	18	NDD[	נדד	JNDHW	ינדהו	JND	HW	impf	-	m	pl	p3	0	1	1	0	0	0	1	0
340627	Job	18	20	>XZ[	אחז	>XZW	אחזו	>XZW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
340649	Job	19	2	DK>[	דכא	TDK>WNNJ	תדכאונני	TDK>WNNJ	NJ	impf	-	m	pl	p2	0	1	0	1	0	0	0	0
340655	Job	19	3	KLM[	כלם	TKLJMWNJ	תכלימוני	TKLJMW	NJ	impf	-	m	pl	p2	1	1	0	0	0	0	0	0
340670	Job	19	5	GDL[	גדל	TGDJLW	תגדילו	TGDJLW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
340675	Job	19	6	JD<[	ידע	D<W	דעו	D<W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
340732	Job	19	12	BW>[	בוא	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0	1	0	0	0
340735	Job	19	12	SLL[	סלל	JSLW	יסלו	JSLW		wayq	-	m	pl	p3	1	0	0	0	0	0	1	0
340756	Job	19	14	CKX[	שׁכח	CKXWNJ	שׁכחוני	CKXW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
340795	Job	19	19	T<B[	תעב	T<BWNJ	תעבוני	T<BW	NJ	perf	-	unknown	pl	p3	1	1	0	0	0	0	0	0
340816	Job	19	21	XNN[	חנן	XNNJ	חנני	X	NJ	impv	-	m	pl	p2	0	1	0	0	0	0	1	0
340817	Job	19	21	XNN[	חנן	XNNJ	חנני	X	NJ	impv	-	m	pl	p2	0	1	0	0	0	0	1	0
340826	Job	19	22	RDP[	רדף	TRDPNJ	תרדפני	TRDP	NJ	impf	-	m	pl	p2	0	1	0	0	0	0	0	0
340884	Job	19	27	R>H[	ראה	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
340888	Job	19	27	KLH[	כלה	KLW	כלו	KLW		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
340893	Job	19	28	>MR[	אמר	T>MRW	תאמרו	T>MRW		impf	-	m	pl	p2	1	0	0	0	0	0	0	0
340912	Job	19	29	JD<[	ידע	TD<WN	תדעון	TD<W		impf	-	m	pl	p2	1	0	0	1	0	0	0	0
340923	Job	20	2	CWB[	שׁוב	JCJBWNJ	ישׁיבוני	JCJBW	NJ	impf	-	m	pl	p3	1	1	0	0	1	1	0	0
340975	Job	20	7	>MR[	אמר	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0	0	0	0	0
340982	Job	20	8	MY>[	מצא	JMY>WHW	ימצאוהו	JMY>	HW	impf	-	m	pl	p3	0	1	1	0	0	0	0	0
341006	Job	20	11	ML>[	מלא	ML>W	מלאו	ML>W		perf	-	unknown	pl	p3	1	0	0	0	0	0	0	0
341185	Job	21	2	CM<[	שׁמע	CM<W	שׁמעו	CM<W		impv	-	m	pl	p2	1	0	0	0	0	0	0	0
341192	Job	21	3	NF>[	נשׂא	F>WNJ	שׂאוני	F>W	NJ	impv	-	m	pl	p2	1	1	0	0	0	0	0	0
341216	Job	21	5	FJM[	שׂים	FJMW	שׂימו	FJMW		impv	-	m	pl	p2	1	0	0	0	1	1	0	0
