	tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun
501568	501568	Deuteronomy	2	23	CMD[	שׁמד[	HCMJDM	השׁמידם	HCMJD	M	perf	-	unknown	pl	p3	0	1	0	0
501575	501575	Deuteronomy	2	24	<BR[	עבר[	<BRW	עברו	<BRW		impv	-	m	pl	p2	1	0	0	0
501616	501616	Deuteronomy	2	25	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
501672	501672	Deuteronomy	2	29	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
502046	502046	Deuteronomy	3	9	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
502053	502053	Deuteronomy	3	9	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
502278	502278	Deuteronomy	3	18	<BR[	עבר[	T<BRW	תעברו	T<BRW		impf	-	m	pl	p2	1	0	0	0
502312	502312	Deuteronomy	3	20	JRC[	ירשׁ[	JJRCW	יירשׁו	JJRCW		impf	-	m	pl	p3	1	0	0	0
502542	502542	Deuteronomy	4	1	XJH[	חיה[	TXJWN	תחיון	TXJW		impf	-	m	pl	p2	1	0	0	1
502614	502614	Deuteronomy	4	5	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
502652	502652	Deuteronomy	4	6	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
502660	502660	Deuteronomy	4	6	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
502724	502724	Deuteronomy	4	9	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
502765	502765	Deuteronomy	4	10	LMD[	למד[	JLMDWN	ילמדון	JLMDW		impf	-	m	pl	p3	1	0	0	1
502781	502781	Deuteronomy	4	10	LMD[	למד[	JLMDWN	ילמדון	JLMDW		impf	-	m	pl	p3	1	0	0	1
502783	502783	Deuteronomy	4	11	QRB[	קרב[	TQRBWN	תקרבון	TQRBW		impf	-	m	pl	p2	1	0	0	1
503048	503048	Deuteronomy	4	23	CKX[	שׁכח[	TCKXW	תשׁכחו	TCKXW		impf	-	m	pl	p2	1	0	0	0
503135	503135	Deuteronomy	4	26	CMD[	שׁמד[	TCMDWN	תשׁמדון	TCMDW		impf	-	m	pl	p2	1	0	0	1
503165	503165	Deuteronomy	4	28	R>H[	ראה[	JR>WN	יראון	JR>W		impf	-	m	pl	p3	1	0	0	1
503168	503168	Deuteronomy	4	28	CM<[	שׁמע[	JCM<WN	ישׁמעון	JCM<W		impf	-	m	pl	p3	1	0	0	1
503171	503171	Deuteronomy	4	28	>KL[	אכל[	J>KLWN	יאכלון	J>KLW		impf	-	m	pl	p3	1	0	0	1
503197	503197	Deuteronomy	4	30	MY>[	מצא[	MY>WK	מצאוך	MY>W	K	perf	-	unknown	pl	p3	1	1	0	0
503609	503609	Deuteronomy	4	47	JRC[	ירשׁ[	JJRCW	יירשׁו	JJRCW		impf	-	m	pl	p3	1	0	0	0
504189	504189	Deuteronomy	5	23	QRB[	קרב[	TQRBWN	תקרבון	TQRBW		impf	-	m	pl	p2	1	0	0	1
504197	504197	Deuteronomy	5	24	>MR[	אמר[	T>MRW	תאמרו	T>MRW		impf	-	m	pl	p2	1	0	0	0
504350	504350	Deuteronomy	5	30	CWB[	שׁוב[	CWBW	שׁובו	CWBW		impv	-	m	pl	p2	1	0	0	0
504374	504374	Deuteronomy	5	31	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
504409	504409	Deuteronomy	5	33	XJH[	חיה[	TXJWN	תחיון	TXJW		impf	-	m	pl	p2	1	0	0	1
504419	504419	Deuteronomy	5	33	JRC[	ירשׁ[	TJRCWN	תירשׁון	TJRCW		impf	-	m	pl	p2	1	0	0	1
504687	504687	Deuteronomy	6	16	NSH[	נסה[	TNSW	תנסו	TNSW		impf	-	m	pl	p2	1	0	0	0
504979	504979	Deuteronomy	7	5	CBR[	שׁבר[	TCBRWN	תשׁברון	TCBRW		impf	-	m	pl	p2	1	0	0	1
504985	504985	Deuteronomy	7	5	FRP[	שׂרפ[	TFRPWN	תשׂרפון	TFRPW		impf	-	m	pl	p2	1	0	0	1
505132	505132	Deuteronomy	7	12	CM<[	שׁמע[	TCM<WN	תשׁמעון	TCM<W		impf	-	m	pl	p2	1	0	0	1
505288	505288	Deuteronomy	7	19	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
505412	505412	Deuteronomy	7	25	FRP[	שׂרפ[	TFRPWN	תשׂרפון	TFRPW		impf	-	m	pl	p2	1	0	0	1
505462	505462	Deuteronomy	8	1	XJH[	חיה[	TXJWN	תחיון	TXJW		impf	-	m	pl	p2	1	0	0	1
505520	505520	Deuteronomy	8	3	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
505748	505748	Deuteronomy	8	16	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
505844	505844	Deuteronomy	8	20	CM<[	שׁמע[	TCM<WN	תשׁמעון	TCM<W		impf	-	m	pl	p2	1	0	0	1
506172	506172	Deuteronomy	9	12	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
506407	506407	Deuteronomy	9	23	<LH[	עלה[	<LW	עלו	<LW		impv	-	m	pl	p2	1	0	0	0
506409	506409	Deuteronomy	9	23	JRC[	ירשׁ[	RCW	רשׁו	RCW		impv	-	m	pl	p2	1	0	0	0
506417	506417	Deuteronomy	9	23	MRH[	מרה[	TMRW	תמרו	TMRW		impf	-	m	pl	p2	1	0	0	0
506511	506511	Deuteronomy	9	28	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
506848	506848	Deuteronomy	10	11	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
506850	506850	Deuteronomy	10	11	JRC[	ירשׁ[	JJRCW	יירשׁו	JJRCW		impf	-	m	pl	p3	1	0	0	0
507051	507051	Deuteronomy	10	21	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
507056	507056	Deuteronomy	10	22	JRD[	ירד[	JRDW	ירדו	JRDW		perf	-	unknown	pl	p3	1	0	0	0
507096	507096	Deuteronomy	11	2	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
507100	507100	Deuteronomy	11	2	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
507247	507247	Deuteronomy	11	8	XZQ[	חזק[	TXZQW	תחזקו	TXZQW		impf	-	m	pl	p2	1	0	0	0
507355	507355	Deuteronomy	11	13	CM<[	שׁמע[	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0
507626	507626	Deuteronomy	11	25	DRK[	דרכ[	TDRKW	תדרכו	TDRKW		impf	-	m	pl	p2	1	0	0	0
507646	507646	Deuteronomy	11	27	CM<[	שׁמע[	TCM<WN	תשׁמעון	TCM<W		impf	-	m	pl	p2	1	0	0	1
507662	507662	Deuteronomy	11	28	CM<[	שׁמע[	TCM<WN	תשׁמעון	TCM<W		impf	-	m	pl	p2	1	0	0	1
507823	507823	Deuteronomy	12	2	<BD[	עבד[	<BDW	עבדו	<BDW		perf	-	unknown	pl	p3	1	0	0	0
507857	507857	Deuteronomy	12	3	FRP[	שׂרפ[	TFRPWN	תשׂרפון	TFRPW		impf	-	m	pl	p2	1	0	0	1
507874	507874	Deuteronomy	12	4	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
507898	507898	Deuteronomy	12	5	DRC[	דרשׁ[	TDRCW	תדרשׁו	TDRCW		impf	-	m	pl	p2	1	0	0	0
507944	507944	Deuteronomy	12	8	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
508016	508016	Deuteronomy	12	11	BW>[	בוא[	TBJ>W	תביאו	TBJ>W		impf	-	m	pl	p2	1	0	0	0
508459	508459	Deuteronomy	12	30	<BD[	עבד[	J<BDW	יעבדו	J<BDW		impf	-	m	pl	p3	1	0	0	0
508484	508484	Deuteronomy	12	31	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
508494	508494	Deuteronomy	12	31	FRP[	שׂרפ[	JFRPW	ישׂרפו	JFRPW		impf	-	m	pl	p3	1	0	0	0
508596	508596	Deuteronomy	13	5	JR>[	ירא[	TJR>WN	תיראון	TJR>W		impf	-	m	pl	p2	1	0	0	1
508604	508604	Deuteronomy	13	5	CM<[	שׁמע[	TCM<WN	תשׁמעון	TCM<W		impf	-	m	pl	p2	1	0	0	1
508607	508607	Deuteronomy	13	5	<BD[	עבד[	T<BDW	תעבדו	T<BDW		impf	-	m	pl	p2	1	0	0	0
508610	508610	Deuteronomy	13	5	DBQ[	דבק[	TDBQW	תדבקו	TDBQW		impf	-	m	pl	p2	1	0	0	0
508777	508777	Deuteronomy	13	12	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
508779	508779	Deuteronomy	13	12	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
508809	508809	Deuteronomy	13	14	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
508968	508968	Deuteronomy	14	1	FJM[	שׂימ[	TFJMW	תשׂימו	TFJMW		impf	-	m	pl	p2	1	0	0	0
509002	509002	Deuteronomy	14	3	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509010	509010	Deuteronomy	14	4	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509045	509045	Deuteronomy	14	6	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509050	509050	Deuteronomy	14	7	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509105	509105	Deuteronomy	14	8	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509114	509114	Deuteronomy	14	9	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509126	509126	Deuteronomy	14	9	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509136	509136	Deuteronomy	14	10	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509143	509143	Deuteronomy	14	11	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509148	509148	Deuteronomy	14	12	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509245	509245	Deuteronomy	14	19	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509250	509250	Deuteronomy	14	20	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509252	509252	Deuteronomy	14	21	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
509470	509470	Deuteronomy	14	29	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
509997	509997	Deuteronomy	16	3	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
510002	510002	Deuteronomy	16	3	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
510325	510325	Deuteronomy	16	16	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
510357	510357	Deuteronomy	16	18	CPV[	שׁפט[	CPVW	שׁפטו	CPVW		perf	-	unknown	pl	p3	1	0	0	0
510527	510527	Deuteronomy	17	5	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
510549	510549	Deuteronomy	17	5	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
510643	510643	Deuteronomy	17	9	DRC[	דרשׁ[	DRCW	דרשׁו	DRCW		perf	-	unknown	pl	p3	1	0	0	0
510676	510676	Deuteronomy	17	10	JRH[	ירה[	JWRWK	יורוך	JWRW	K	impf	-	m	pl	p3	1	1	0	0
510682	510682	Deuteronomy	17	11	JRH[	ירה[	JWRWK	יורוך	JWRW	K	impf	-	m	pl	p3	1	1	0	0
510689	510689	Deuteronomy	17	11	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
510745	510745	Deuteronomy	17	13	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
510747	510747	Deuteronomy	17	13	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
510954	510954	Deuteronomy	18	1	>KL[	אכל[	J>KLWN	יאכלון	J>KLW		impf	-	m	pl	p3	1	0	0	1
511181	511181	Deuteronomy	18	14	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
511200	511200	Deuteronomy	18	15	CM<[	שׁמע[	TCM<WN	תשׁמעון	TCM<W		impf	-	m	pl	p2	1	0	0	1
511629	511629	Deuteronomy	19	12	CLX[	שׁלח[	CLXW	שׁלחו	CLXW		perf	-	unknown	pl	p3	1	0	0	0
511633	511633	Deuteronomy	19	12	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
511638	511638	Deuteronomy	19	12	NTN[	נתנ[	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0
511748	511748	Deuteronomy	19	18	DRC[	דרשׁ[	DRCW	דרשׁו	DRCW		perf	-	unknown	pl	p3	1	0	0	0
511782	511782	Deuteronomy	19	20	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
511784	511784	Deuteronomy	19	20	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
511877	511877	Deuteronomy	20	3	JR>[	ירא[	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0
511989	511989	Deuteronomy	20	8	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
512024	512024	Deuteronomy	20	9	PQD[	פקד[	PQDW	פקדו	PQDW		perf	-	unknown	pl	p3	1	0	0	0
512064	512064	Deuteronomy	20	11	<BD[	עבד[	<BDWK	עבדוך	<BDW	K	perf	-	unknown	pl	p3	1	1	0	0
512187	512187	Deuteronomy	20	18	LMD[	למד[	JLMDW	ילמדו	JLMDW		impf	-	m	pl	p3	1	0	0	0
512195	512195	Deuteronomy	20	18	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
512287	512287	Deuteronomy	21	2	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
512310	512310	Deuteronomy	21	3	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
512329	512329	Deuteronomy	21	4	JRD[	ירד[	HWRJDW	הורידו	HWRJDW		perf	-	unknown	pl	p3	1	0	0	0
512405	512405	Deuteronomy	21	7	<NH[	ענה[	<NW	ענו	<NW		perf	-	unknown	pl	p3	1	0	0	0
512407	512407	Deuteronomy	21	7	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
512419	512419	Deuteronomy	21	7	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
512653	512653	Deuteronomy	21	18	JSR[	יסר[	JSRW	יסרו	JSRW		perf	-	unknown	pl	p3	1	0	0	0
512666	512666	Deuteronomy	21	19	JY>[	יצא[	HWYJ>W	הוציאו	HWYJ>W		perf	-	unknown	pl	p3	1	0	0	0
512675	512675	Deuteronomy	21	20	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
512692	512692	Deuteronomy	21	21	RGM[	רגמ[	RGMHW	רגמהו	RGM	HW	perf	-	unknown	pl	p3	0	1	1	0
512709	512709	Deuteronomy	21	21	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
512711	512711	Deuteronomy	21	21	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
513023	513023	Deuteronomy	22	15	JY>[	יצא[	HWYJ>W	הוציאו	HWYJ>W		perf	-	unknown	pl	p3	1	0	0	0
513081	513081	Deuteronomy	22	18	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
513093	513093	Deuteronomy	22	18	JSR[	יסר[	JSRW	יסרו	JSRW		perf	-	unknown	pl	p3	1	0	0	0
513101	513101	Deuteronomy	22	19	NTN[	נתנ[	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0
513130	513130	Deuteronomy	22	20	MY>[	מצא[	NMY>W	נמצאו	NMY>W		perf	-	unknown	pl	p3	1	0	0	0
513135	513135	Deuteronomy	22	21	JY>[	יצא[	HWYJ>W	הוציאו	HWYJ>W		perf	-	unknown	pl	p3	1	0	0	0
513144	513144	Deuteronomy	22	21	SQL[	סקל[	SQLWH	סקלוה	SQLW	H	perf	-	unknown	pl	p3	1	1	0	0
513176	513176	Deuteronomy	22	22	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
513226	513226	Deuteronomy	22	24	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
513287	513287	Deuteronomy	22	26	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
513336	513336	Deuteronomy	22	28	MY>[	מצא[	NMY>W	נמצאו	NMY>W		perf	-	unknown	pl	p3	1	0	0	0
513422	513422	Deuteronomy	23	5	QDM[	קדמ[	QDMW	קדמו	QDMW		perf	-	unknown	pl	p3	1	0	0	0
513987	513987	Deuteronomy	24	8	JRH[	ירה[	JWRW	יורו	JWRW		impf	-	m	pl	p3	1	0	0	0
514123	514123	Deuteronomy	24	16	MWT[	מות[	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0
514130	514130	Deuteronomy	24	16	MWT[	מות[	JWMTW	יומתו	JWMTW		impf	-	m	pl	p3	1	0	0	0
514256	514256	Deuteronomy	25	1	CPV[	שׁפט[	CPVWM	שׁפטום	CPVW	M	perf	-	unknown	pl	p3	1	1	0	0
514394	514394	Deuteronomy	25	8	QR>[	קרא[	QR>W	קראו	QR>W		perf	-	unknown	pl	p3	1	0	0	0
514740	514740	Deuteronomy	26	6	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
514883	514883	Deuteronomy	26	12	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
515113	515113	Deuteronomy	27	2	<BR[	עבר[	T<BRW	תעברו	T<BRW		impf	-	m	pl	p2	1	0	0	0
515348	515348	Deuteronomy	27	14	<NH[	ענה[	<NW	ענו	<NW		perf	-	unknown	pl	p3	1	0	0	0
515352	515352	Deuteronomy	27	14	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515377	515377	Deuteronomy	27	15	<NH[	ענה[	<NW	ענו	<NW		perf	-	unknown	pl	p3	1	0	0	0
515382	515382	Deuteronomy	27	15	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515390	515390	Deuteronomy	27	16	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515400	515400	Deuteronomy	27	17	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515411	515411	Deuteronomy	27	18	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515424	515424	Deuteronomy	27	19	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515439	515439	Deuteronomy	27	20	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515450	515450	Deuteronomy	27	21	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515465	515465	Deuteronomy	27	22	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515475	515475	Deuteronomy	27	23	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515486	515486	Deuteronomy	27	24	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515500	515500	Deuteronomy	27	25	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515519	515519	Deuteronomy	27	26	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
515556	515556	Deuteronomy	28	2	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
515564	515564	Deuteronomy	28	2	NFG[	נשׂג[	HFJGWK	השׂיגוך	HFJGW	K	perf	-	unknown	pl	p3	1	1	0	0
515620	515620	Deuteronomy	28	7	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
515672	515672	Deuteronomy	28	10	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
515683	515683	Deuteronomy	28	10	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
515820	515820	Deuteronomy	28	15	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
515828	515828	Deuteronomy	28	15	NFG[	נשׂג[	HFJGWK	השׂיגוך	HFJGW	K	perf	-	unknown	pl	p3	1	1	0	0
515938	515938	Deuteronomy	28	22	RDP[	רדפ[	JRDPWK	ירדפוך	JRDPW	K	impf	-	m	pl	p3	1	1	0	0
516318	516318	Deuteronomy	28	45	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
516326	516326	Deuteronomy	28	45	RDP[	רדפ[	RDPWK	רדפוך	RDPW	K	perf	-	unknown	pl	p3	1	1	0	0
516328	516328	Deuteronomy	28	45	NFG[	נשׂג[	HFJGWK	השׂיגוך	HFJGW	K	perf	-	unknown	pl	p3	1	1	0	0
516330	516330	Deuteronomy	28	45	CMD[	שׁמד[	HCMJDWK	השׁמידוך	HCMJDW	K	perf	-	unknown	pl	p3	1	1	0	0
516961	516961	Deuteronomy	29	2	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
517022	517022	Deuteronomy	29	5	JD<[	ידע[	TD<W	תדעו	TD<W		impf	-	m	pl	p2	1	0	0	0
517028	517028	Deuteronomy	29	6	BW>[	בוא[	TB>W	תבאו	TB>W		impf	-	m	pl	p2	1	0	0	0
517080	517080	Deuteronomy	29	8	CKL[	שׁכל[	TCKJLW	תשׁכילו	TCKJLW		impf	-	m	pl	p2	1	0	0	0
517084	517084	Deuteronomy	29	8	<FH[	עשׂה[	T<FWN	תעשׂון	T<FW		impf	-	m	pl	p2	1	0	0	1
517225	517225	Deuteronomy	29	16	R>H[	ראה[	TR>W	תראו	TR>W		impf	-	m	pl	p2	1	0	0	0
517436	517436	Deuteronomy	29	23	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
517459	517459	Deuteronomy	29	24	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
517462	517462	Deuteronomy	29	24	<ZB[	עזב[	<ZBW	עזבו	<ZBW		perf	-	unknown	pl	p3	1	0	0	0
517480	517480	Deuteronomy	29	25	<BD[	עבד[	J<BDW	יעבדו	J<BDW		impf	-	m	pl	p3	1	0	0	0
517484	517484	Deuteronomy	29	25	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
517489	517489	Deuteronomy	29	25	JD<[	ידע[	JD<WM	ידעום	JD<W	M	perf	-	unknown	pl	p3	1	1	0	0
517565	517565	Deuteronomy	30	1	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
517665	517665	Deuteronomy	30	5	JRC[	ירשׁ[	JRCW	ירשׁו	JRCW		perf	-	unknown	pl	p3	1	0	0	0
517713	517713	Deuteronomy	30	7	RDP[	רדפ[	RDPWK	רדפוך	RDPW	K	perf	-	unknown	pl	p3	1	1	0	0
518153	518153	Deuteronomy	31	6	XZQ[	חזק[	XZQW	חזקו	XZQW		impv	-	m	pl	p2	1	0	0	0
518157	518157	Deuteronomy	31	6	JR>[	ירא[	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0
518322	518322	Deuteronomy	31	12	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
518325	518325	Deuteronomy	31	12	LMD[	למד[	JLMDW	ילמדו	JLMDW		impf	-	m	pl	p3	1	0	0	0
518327	518327	Deuteronomy	31	12	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
518346	518346	Deuteronomy	31	13	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
518347	518347	Deuteronomy	31	13	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
518349	518349	Deuteronomy	31	13	LMD[	למד[	LMDW	למדו	LMDW		perf	-	unknown	pl	p3	1	0	0	0
518379	518379	Deuteronomy	31	14	QRB[	קרב[	QRBW	קרבו	QRBW		perf	-	unknown	pl	p3	1	0	0	0
518449	518449	Deuteronomy	31	16	<ZB[	עזב[	<ZBWNJ	עזבוני	<ZBW	NJ	perf	-	unknown	pl	p3	1	1	0	0
518476	518476	Deuteronomy	31	17	MY>[	מצא[	MY>HW	מצאהו	MY>	HW	perf	-	unknown	pl	p3	0	1	1	0
518495	518495	Deuteronomy	31	17	MY>[	מצא[	MY>WNJ	מצאוני	MY>W	NJ	perf	-	unknown	pl	p3	1	1	0	0
518516	518516	Deuteronomy	31	18	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
518579	518579	Deuteronomy	31	20	<BD[	עבד[	<BDWM	עבדום	<BDW	M	perf	-	unknown	pl	p3	1	1	0	0
518581	518581	Deuteronomy	31	20	N>Y[	נאצ[	N>YWNJ	נאצוני	N>YW	NJ	perf	-	unknown	pl	p3	1	1	0	0
518703	518703	Deuteronomy	31	26	LQX[	לקח[	LQXW	לקחו	LQXW		impv	-	m	pl	p2	1	0	0	0
518803	518803	Deuteronomy	31	29	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
518899	518899	Deuteronomy	32	6	GML[	גמל[	TGMLW	תגמלו	TGMLW		impf	-	m	pl	p2	1	0	0	0
