	tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun
448580	448580	Exodus	24	3	<NH[	ענה[	J<NW	יענו	J<NW		impf	-	m	pl	p3	1	0	0	0
448587	448587	Exodus	24	3	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
448628	448628	Exodus	24	5	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
448631	448631	Exodus	24	5	ZBX[	זבח[	JZBXW	יזבחו	JZBXW		impf	-	m	pl	p3	1	0	0	0
448669	448669	Exodus	24	7	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
448721	448721	Exodus	24	10	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
448749	448749	Exodus	24	11	>XZ[	אחז[	J>XZW	יאחזו	J>XZW		impf	-	m	pl	p3	1	0	0	0
448754	448754	Exodus	24	11	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
448756	448756	Exodus	24	11	CTH[	שׁתה[	JCTW	ישׁתו	JCTW		impf	-	m	pl	p3	1	0	0	0
448908	448908	Exodus	25	2	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
448918	448918	Exodus	25	2	LQX[	לקח[	TQXW	תקחו	TQXW		impf	-	m	pl	p2	1	0	0	0
448926	448926	Exodus	25	3	LQX[	לקח[	TQXW	תקחו	TQXW		impf	-	m	pl	p2	1	0	0	0
448981	448981	Exodus	25	8	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
449143	449143	Exodus	25	18	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
449326	449326	Exodus	25	28	NF>[	נשׂא[	NF>W	נשׂאו	NF>W		perf	-	unknown	pl	p3	1	0	0	0
450104	450104	Exodus	26	31	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
450326	450326	Exodus	26	35	<LH[	עלה[	T<LW	תעלו	T<LW		impf	-	m	pl	p2	1	0	0	0
450533	450533	Exodus	27	8	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
450741	450741	Exodus	27	20	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
450835	450835	Exodus	28	3	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
450849	450849	Exodus	28	4	<FH[	עשׂה[	J<FWN	יעשׂון	J<FW		impf	-	m	pl	p3	1	0	0	1
450861	450861	Exodus	28	4	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
450875	450875	Exodus	28	5	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
450898	450898	Exodus	28	6	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
451498	451498	Exodus	28	38	QDC[	קדשׁ[	JQDJCW	יקדישׁו	JQDJCW		impf	-	m	pl	p3	1	0	0	0
451613	451613	Exodus	28	43	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
451616	451616	Exodus	28	43	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
452334	452334	Exodus	29	33	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
452543	452543	Exodus	29	43	QDC[	קדשׁ[	NQDCW	נקדשׁו	NQDCW		perf	-	unknown	pl	p3	1	0	0	0
452577	452577	Exodus	29	46	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
452611	452611	Exodus	30	12	NTN[	נתנ[	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0
452629	452629	Exodus	30	13	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
452667	452667	Exodus	30	14	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
452774	452774	Exodus	30	20	MWT[	מות[	JMWTW	ימותו	JMWTW		impf	-	m	pl	p3	1	0	0	0
452794	452794	Exodus	30	21	MWT[	מות[	JMWTW	ימותו	JMWTW		impf	-	m	pl	p3	1	0	0	0
452954	452954	Exodus	30	32	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
453039	453039	Exodus	30	37	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
453143	453143	Exodus	31	6	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
453238	453238	Exodus	31	11	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
453410	453410	Exodus	32	1	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
453452	453452	Exodus	32	2	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		impv	-	m	pl	p2	1	0	0	0
453467	453467	Exodus	32	3	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
453484	453484	Exodus	32	4	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
453489	453489	Exodus	32	4	<LH[	עלה[	H<LWK	העלוך	H<LW	K	perf	-	unknown	pl	p3	1	1	0	0
453515	453515	Exodus	32	6	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
453527	453527	Exodus	32	6	CTH[	שׁתה[	CTW	שׁתו	CTW		perf	-	unknown	pl	p3	1	0	0	0
453556	453556	Exodus	32	8	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
453561	453561	Exodus	32	8	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
453564	453564	Exodus	32	8	ZBX[	זבח[	JZBXW	יזבחו	JZBXW		impf	-	m	pl	p3	1	0	0	0
453567	453567	Exodus	32	8	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
453572	453572	Exodus	32	8	<LH[	עלה[	H<LWK	העלוך	H<LW	K	perf	-	unknown	pl	p3	1	1	0	0
453649	453649	Exodus	32	12	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
453716	453716	Exodus	32	13	NXL[	נחל[	NXLWH	נחלוה	NXLW	H	perf	-	unknown	pl	p3	1	1	0	0
453847	453847	Exodus	32	20	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
453901	453901	Exodus	32	23	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
453933	453933	Exodus	32	24	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
453988	453988	Exodus	32	27	FJM[	שׂימ[	FJMW	שׂימו	FJMW		impv	-	m	pl	p2	1	0	0	0
453994	453994	Exodus	32	27	<BR[	עבר[	<BRW	עברו	<BRW		impv	-	m	pl	p2	1	0	0	0
453996	453996	Exodus	32	27	CWB[	שׁוב[	CWBW	שׁובו	CWBW		impv	-	m	pl	p2	1	0	0	0
454004	454004	Exodus	32	27	HRG[	הרג[	HRGW	הרגו	HRGW		impv	-	m	pl	p2	1	0	0	0
454017	454017	Exodus	32	28	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
454039	454039	Exodus	32	29	ML>[	מלא[	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0
454098	454098	Exodus	32	31	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
454159	454159	Exodus	32	35	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
454266	454266	Exodus	33	4	CJT[	שׁית[	CTW	שׁתו	CTW		perf	-	unknown	pl	p3	1	0	0	0
454302	454302	Exodus	33	6	NYL[	נצל[	JTNYLW	יתנצלו	JTNYLW		impf	-	m	pl	p3	1	0	0	0
454337	454337	Exodus	33	7	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
454392	454392	Exodus	33	10	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
454410	454410	Exodus	33	10	XWH[	חוה[	HCTXWW	השׁתחוו	HCTXWW		perf	-	unknown	pl	p3	1	0	0	0
454663	454663	Exodus	33	23	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
454733	454733	Exodus	34	3	R<H[	רעה[	JR<W	ירעו	JR<W		impf	-	m	pl	p3	1	0	0	0
454967	454967	Exodus	34	13	CBR[	שׁבר[	TCBRWN	תשׁברון	TCBRW		impf	-	m	pl	p2	1	0	0	1
454996	454996	Exodus	34	15	ZBX[	זבח[	ZBXW	זבחו	ZBXW		perf	-	unknown	pl	p3	1	0	0	0
455083	455083	Exodus	34	20	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
455287	455287	Exodus	34	30	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
455296	455296	Exodus	34	31	CWB[	שׁוב[	JCBW	ישׁבו	JCBW		impf	-	m	pl	p3	1	0	0	0
455367	455367	Exodus	34	35	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
455460	455460	Exodus	35	5	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
455707	455707	Exodus	35	20	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
455717	455717	Exodus	35	21	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
455730	455730	Exodus	35	21	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
455748	455748	Exodus	35	22	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
455799	455799	Exodus	35	23	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
455807	455807	Exodus	35	24	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
455822	455822	Exodus	35	24	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
455832	455832	Exodus	35	25	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
455868	455868	Exodus	35	27	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
455924	455924	Exodus	35	29	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
455936	455936	Exodus	35	30	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
456039	456039	Exodus	35	35	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
456111	456111	Exodus	36	3	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
456121	456121	Exodus	36	3	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
456134	456134	Exodus	36	3	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
456143	456143	Exodus	36	4	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
456188	456188	Exodus	36	6	<BR[	עבר[	J<BRW	יעברו	J<BRW		impf	-	m	pl	p3	1	0	0	0
456226	456226	Exodus	36	8	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
456236	456236	Exodus	36	8	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
456655	456655	Exodus	36	31	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
457905	457905	Exodus	39	1	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
457913	457913	Exodus	39	1	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
457928	457928	Exodus	39	2	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458010	458010	Exodus	39	6	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458044	458044	Exodus	39	8	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458077	458077	Exodus	39	10	ML>[	מלא[	JML>W	ימלאו	JML>W		impf	-	m	pl	p3	1	0	0	0
458145	458145	Exodus	39	15	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458156	458156	Exodus	39	16	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458165	458165	Exodus	39	16	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
458176	458176	Exodus	39	17	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
458199	458199	Exodus	39	18	NTN[	נתנ[	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0
458205	458205	Exodus	39	18	NTN[	נתנ[	JTNWM	יתנום	JTNW	M	impf	-	m	pl	p3	1	1	0	0
458214	458214	Exodus	39	19	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458234	458234	Exodus	39	20	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458239	458239	Exodus	39	20	NTN[	נתנ[	JTNWM	יתנום	JTNW	M	impf	-	m	pl	p3	1	1	0	0
458296	458296	Exodus	39	21	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458311	458311	Exodus	39	22	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458335	458335	Exodus	39	24	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458351	458351	Exodus	39	25	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458356	458356	Exodus	39	25	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
458391	458391	Exodus	39	27	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458442	458442	Exodus	39	30	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458460	458460	Exodus	39	31	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
458487	458487	Exodus	39	32	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
458497	458497	Exodus	39	32	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
458499	458499	Exodus	39	33	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
458689	458689	Exodus	39	42	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
458705	458705	Exodus	39	43	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
458712	458712	Exodus	39	43	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
459405	459405	Leviticus	1	2	QRB[	קרב[	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0
459452	459452	Leviticus	1	5	QRB[	קרב[	HQRJBW	הקריבו	HQRJBW		perf	-	unknown	pl	p3	1	0	0	0
459474	459474	Leviticus	1	6	PCV[	פשׁט[	HPCJVW	הפשׁיטו	HPCJVW		perf	-	unknown	pl	p3	1	0	0	0
459479	459479	Leviticus	1	6	NTX[	נתח[	NTXW	נתחו	NTXW		perf	-	unknown	pl	p3	1	0	0	0
459484	459484	Leviticus	1	7	NTN[	נתנ[	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0
459494	459494	Leviticus	1	7	<RK[	ערכ[	<RKW	ערכו	<RKW		perf	-	unknown	pl	p3	1	0	0	0
459500	459500	Leviticus	1	8	<RK[	ערכ[	<RKW	ערכו	<RKW		perf	-	unknown	pl	p3	1	0	0	0
459598	459598	Leviticus	1	12	NTX[	נתח[	NTXW	נתחו	NTXW		perf	-	unknown	pl	p3	1	0	0	0
459917	459917	Leviticus	2	11	QRB[	קרב[	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0
459930	459930	Leviticus	2	11	QRB[	קרב[	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0
459937	459937	Leviticus	2	12	QRB[	קרב[	TQRJBW	תקריבו	TQRJBW		impf	-	m	pl	p2	1	0	0	0
459946	459946	Leviticus	2	12	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
460376	460376	Leviticus	3	17	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
460628	460628	Leviticus	4	12	JY>[	יצא[	HWYJ>W	הוציאו	HWYJ>W		perf	-	unknown	pl	p3	1	0	0	0
460646	460646	Leviticus	4	12	FRP[	שׂרפ[	FRPW	שׂרפו	FRPW		perf	-	unknown	pl	p3	1	0	0	0
460672	460672	Leviticus	4	13	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
460691	460691	Leviticus	4	14	QRB[	קרב[	HQRJBW	הקריבו	HQRJBW		perf	-	unknown	pl	p3	1	0	0	0
460701	460701	Leviticus	4	14	BW>[	בוא[	HBJ>W	הביאו	HBJ>W		perf	-	unknown	pl	p3	1	0	0	0
460708	460708	Leviticus	4	15	SMK[	סמכ[	SMKW	סמכו	SMKW		perf	-	unknown	pl	p3	1	0	0	0
461913	461913	Leviticus	6	7	QRB[	קרב[	HQRJBW	הקריבו	HQRJBW		impv	-	m	pl	p2	1	0	0	0
461972	461972	Leviticus	6	9	>KL[	אכל[	J>KLWH	יאכלוה	J>KLW	H	impf	-	m	pl	p3	1	1	0	0
462020	462020	Leviticus	6	13	QRB[	קרב[	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0
462327	462327	Leviticus	7	8	QRB[	קרב[	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0
462378	462378	Leviticus	7	11	QRB[	קרב[	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0
462618	462618	Leviticus	7	23	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
462633	462633	Leviticus	7	24	>KL[	אכל[	T>KLHW	תאכלהו	T>KL	HW	impf	-	m	pl	p2	0	1	1	0
462642	462642	Leviticus	7	25	QRB[	קרב[	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0
462659	462659	Leviticus	7	26	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
462757	462757	Leviticus	7	32	NTN[	נתנ[	TTNW	תתנו	TTNW		impf	-	m	pl	p2	1	0	0	0
463269	463269	Leviticus	8	18	SMK[	סמכ[	JSMKW	יסמכו	JSMKW		impf	-	m	pl	p3	1	0	0	0
463356	463356	Leviticus	8	22	SMK[	סמכ[	JSMKW	יסמכו	JSMKW		impf	-	m	pl	p3	1	0	0	0
463631	463631	Leviticus	8	31	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
463650	463650	Leviticus	8	31	>KL[	אכל[	J>KLHW	יאכלהו	J>KL	HW	impf	-	m	pl	p3	0	1	1	0
463661	463661	Leviticus	8	32	FRP[	שׂרפ[	TFRPW	תשׂרפו	TFRPW		impf	-	m	pl	p2	1	0	0	0
463668	463668	Leviticus	8	33	JY>[	יצא[	TY>W	תצאו	TY>W		impf	-	m	pl	p2	1	0	0	0
463713	463713	Leviticus	8	35	MWT[	מות[	TMWTW	תמותו	TMWTW		impf	-	m	pl	p2	1	0	0	0
463777	463777	Leviticus	9	3	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
463814	463814	Leviticus	9	5	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
463824	463824	Leviticus	9	5	QRB[	קרב[	JQRBW	יקרבו	JQRBW		impf	-	m	pl	p3	1	0	0	0
463842	463842	Leviticus	9	6	<FH[	עשׂה[	T<FWN	תעשׂון	T<FW		impf	-	m	pl	p2	1	0	0	1
463899	463899	Leviticus	9	9	QRB[	קרב[	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0
463974	463974	Leviticus	9	12	MY>[	מצא[	JMYJ>W	ימציאו	JMYJ>W		impf	-	m	pl	p3	1	0	0	0
463991	463991	Leviticus	9	13	MY>[	מצא[	HMYJ>W	המציאו	HMYJ>W		perf	-	unknown	pl	p3	1	0	0	0
464085	464085	Leviticus	9	18	MY>[	מצא[	JMYJ>W	ימציאו	JMYJ>W		impf	-	m	pl	p3	1	0	0	0
464187	464187	Leviticus	9	23	JY>[	יצא[	JY>W	יצאו	JY>W		impf	-	m	pl	p3	1	0	0	0
464189	464189	Leviticus	9	23	BRK[	ברכ[	JBRKW	יברכו	JBRKW		impf	-	m	pl	p3	1	0	0	0
464221	464221	Leviticus	9	24	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
464228	464228	Leviticus	9	24	NPL[	נפל[	JPLW	יפלו	JPLW		impf	-	m	pl	p3	1	0	0	0
464232	464232	Leviticus	10	1	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
464241	464241	Leviticus	10	1	NTN[	נתנ[	JTNW	יתנו	JTNW		impf	-	m	pl	p3	1	0	0	0
464245	464245	Leviticus	10	1	FJM[	שׂימ[	JFMW	ישׂמו	JFMW		impf	-	m	pl	p3	1	0	0	0
464249	464249	Leviticus	10	1	QRB[	קרב[	JQRJBW	יקריבו	JQRJBW		impf	-	m	pl	p3	1	0	0	0
464270	464270	Leviticus	10	2	MWT[	מות[	JMTW	ימתו	JMTW		impf	-	m	pl	p3	1	0	0	0
464313	464313	Leviticus	10	4	QRB[	קרב[	QRBW	קרבו	QRBW		impv	-	m	pl	p2	1	0	0	0
464314	464314	Leviticus	10	4	NF>[	נשׂא[	F>W	שׂאו	F>W		impv	-	m	pl	p2	1	0	0	0
464328	464328	Leviticus	10	5	QRB[	קרב[	JQRBW	יקרבו	JQRBW		impf	-	m	pl	p3	1	0	0	0
464330	464330	Leviticus	10	5	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
464364	464364	Leviticus	10	6	MWT[	מות[	TMWTW	תמותו	TMWTW		impf	-	m	pl	p2	1	0	0	0
464389	464389	Leviticus	10	7	JY>[	יצא[	TY>W	תצאו	TY>W		impf	-	m	pl	p2	1	0	0	0
464391	464391	Leviticus	10	7	MWT[	מות[	TMWTW	תמותו	TMWTW		impf	-	m	pl	p2	1	0	0	0
464398	464398	Leviticus	10	7	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
464425	464425	Leviticus	10	9	MWT[	מות[	TMWTW	תמותו	TMWTW		impf	-	m	pl	p2	1	0	0	0
464479	464479	Leviticus	10	12	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
464489	464489	Leviticus	10	12	>KL[	אכל[	>KLWH	אכלוה	>KLW	H	impv	-	m	pl	p2	1	1	0	0
464526	464526	Leviticus	10	14	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464541	464541	Leviticus	10	14	NTN[	נתנ[	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0
464557	464557	Leviticus	10	15	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
464645	464645	Leviticus	10	18	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464660	464660	Leviticus	10	19	QRB[	קרב[	HQRJBW	הקריבו	HQRJBW		perf	-	unknown	pl	p3	1	0	0	0
464712	464712	Leviticus	11	2	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464734	464734	Leviticus	11	3	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464739	464739	Leviticus	11	4	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464816	464816	Leviticus	11	8	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464828	464828	Leviticus	11	9	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464848	464848	Leviticus	11	9	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464888	464888	Leviticus	11	11	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
464914	464914	Leviticus	11	13	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
465018	465018	Leviticus	11	21	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
465044	465044	Leviticus	11	22	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
465083	465083	Leviticus	11	24	VM>[	טמא[	TVM>W	תטמאו	TVM>W		impf	-	m	pl	p2	1	0	0	0
465281	465281	Leviticus	11	33	CBR[	שׁבר[	TCBRW	תשׁברו	TCBRW		impf	-	m	pl	p2	1	0	0	0
465442	465442	Leviticus	11	42	>KL[	אכל[	T>KLWM	תאכלום	T>KLW	M	impf	-	m	pl	p2	1	1	0	0
465458	465458	Leviticus	11	43	VM>[	טמא[	TVM>W	תטמאו	TVM>W		impf	-	m	pl	p2	1	0	0	0
465477	465477	Leviticus	11	44	VM>[	טמא[	TVM>W	תטמאו	TVM>W		impf	-	m	pl	p2	1	0	0	0
467055	467055	Leviticus	14	4	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
467770	467770	Leviticus	14	34	BW>[	בוא[	TB>W	תבאו	TB>W		impf	-	m	pl	p2	1	0	0	0
467919	467919	Leviticus	14	40	CLK[	שׁלכ[	HCLJKW	השׁליכו	HCLJKW		perf	-	unknown	pl	p3	1	0	0	0
467953	467953	Leviticus	14	42	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
