tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix	rec_signs	cor_signs	heb_g_cons
481707	SP	Numbers	7	79	BLL[	BLWLH	BLWL				ptcp	sg		unknown	verb		H			nnnnn	nnnnn	בלולה
417827	SP	Genesis	24	60	>JB[	>JBJW	>JB				ptca	pl		unknown	verb	W	J			nnnnn	nnnnn	איביו
450414	SP	Exodus	27	1	RB<[	RBW<	RBW<				ptcp	sg		unknown	verb					nnnn	nnnn	רבוע
501043	SP	Deuteronomy	1	44	JCB[	JCB	JCB				ptca	sg		unknown	verb				H	nnn	nnn	ישב
496038	SP	Numbers	30	10	GRC[	GRWCH	GRWC				ptcp	sg		unknown	verb		H		W	nnnnn	nnnnn	גרושה
515787	SP	Deuteronomy	28	14	YWH[	MYWK	YW				ptca	sg		unknown	verb	K				nnnn	nnnn	מצוך
480985	SP	Numbers	7	26	ML>[	ML>H	ML>				ptca	sg		unknown	verb		H			nnnn	nnnn	מלאה
497897	SP	Numbers	32	32	XLY[	XLWYJM	XLWY				ptcp	pl		unknown	verb		JM			nnnnnn	nnnnnn	חלוצים
456776	SP	Exodus	36	37	CZR[	MCZR	CZR				ptcp	sg		unknown	verb					nnnn	nnnn	משזר
456778	SP	Exodus	36	37	RQM[	RQM	RQM				ptca	sg		unknown	verb					nnn	nnn	רקם
499841	SP	Numbers	35	33	JCB[	JCBJM	JCB				ptca	pl		unknown	verb		JM			nnnnn	nnnnn	ישבים
499865	SP	Numbers	35	33	CPK[	CPKW	CPK				ptca	sg		unknown	verb	W				nnnn	nnnn	שפכו
477110	SP	Numbers	2	3	XNH[	XNJM	XN				ptca	pl		unknown	verb		JM		WH	nnnn	nnnn	חנים
467132	SP	Leviticus	14	7	VHR[	MVHR	VHR				ptca	sg		unknown	verb				H	nnnn	nnnn	מטהר
501677	SP	Deuteronomy	2	29	JCB[	JCBJM	JCB				ptca	pl		unknown	verb		JM		H	nnnnn	nnnnn	ישבים
501684	SP	Deuteronomy	2	29	JCB[	JCBJM	JCB				ptca	pl		unknown	verb		JM		H	nnnnn	nnnnn	ישבים
501698	SP	Deuteronomy	2	29	NTN[	NTN	NTN				ptca	sg		unknown	verb					nnn	nnn	נתן
423143	SP	Genesis	32	7	HLK[	HLK	HLK				ptca	sg		unknown	verb					nnn	nnn	הלך
472101	SP	Leviticus	22	2	QDC[	MQDJCJM	QDJC				ptca	pl		unknown	verb		JM			nnnnnnn	nnnnnnn	מקדישים
427478	SP	Genesis	39	23	R>H[	R>H	R>H				ptca	sg		unknown	verb					nnn	nnn	ראה
427492	SP	Genesis	39	23	<FH[	<FH	<FH				ptca	sg		unknown	verb					nnn	nnn	עשה
427494	SP	Genesis	39	23	YLX[	MYLJX	YLJX				ptca	sg		unknown	verb					nnnnn	nnnnn	מצליח
453281	SP	Exodus	31	14	XLL[	MXLLJH	XLL				ptca	pl		unknown	verb	H	J			nnnnnn	nnnnnn	מחלליה
453287	SP	Exodus	31	14	<FH[	<FH	<FH				ptca	sg		unknown	verb				H	nnn	nnn	עשה
486204	SP	Numbers	14	42	>JB[	>JBJKM	>JB				ptca	pl		unknown	verb	KM	J			nnnnnn	nnnnnn	איביכם
480603	SP	Numbers	7	2	<MD[	<MDJM	<MD				ptca	pl		unknown	verb		JM		H	nnnnn	nnnnn	עמדים
480606	SP	Numbers	7	2	PQD[	PQDJM	PQD				ptcp	pl		unknown	verb		JM		H	nnnnn	nnnnn	פקדים
494314	SP	Numbers	27	7	DBR[	DBRWT	DBR				ptca	pl		unknown	verb		WT			nnnnn	nnnnn	דברות
446436	SP	Exodus	20	18	R>H[	R>JM	R>				ptca	pl		unknown	verb		JM		W	nnnn	nnnn	ראים
475090	SP	Leviticus	26	17	>JB[	>JBJKM	>JB				ptca	pl		unknown	verb	KM	J			nnnnnn	nnnnnn	איביכם
475094	SP	Leviticus	26	17	FN>[	FN>JKM	FN>				ptca	pl		unknown	verb	KM	J			nnnnnn	nnnnnn	שנאיכם
475099	SP	Leviticus	26	17	RDP[	RDP	RDP				ptca	sg		unknown	verb					nnn	nnn	רדף
511558	SP	Deuteronomy	19	9	YWH[	MYWK	YW				ptca	sg		unknown	verb	K				nnnn	nnnn	מצוך
487199	SP	Numbers	16	11	J<D[	NW<DJM	W<D				ptca	pl		unknown	verb		JM		H	nnnnnn	nnnnnn	נועדים
415279	SP	Genesis	21	9	YXQ[	MYXQ	YXQ				ptca	sg		unknown	verb					nnnn	nnnn	מצחק
464741	SP	Leviticus	11	4	<LH[	M<LJ	<L				ptca	pl		unknown	verb		J		M	nnnn	nnnn	מעלי
464746	SP	Leviticus	11	4	PRS[	MPRJSJ	PRJS				ptca	pl		unknown	verb		J		WM	nnnnnn	nnnnnn	מפריסי
464753	SP	Leviticus	11	4	<LH[	M<LJ	<L				ptca	pl		unknown	verb		J			nnnn	nnnn	מעלי
464759	SP	Leviticus	11	4	PRS[	MPRJS	PRJS				ptca	sg		unknown	verb					nnnnn	nnnnn	מפריס
476526	SP	Numbers	1	22	PQD[	PQDJHM	PQD				ptcp	pl		unknown	verb	HM	J			nnnnnn	nnnnnn	פקדיהם
476541	SP	Numbers	1	22	JY>[	JY>	JY>				ptca	sg		unknown	verb					nnn	nnn	יצא
